Treat_Mediator_Y	ACME.p	prop.mediated
MetaB.MElightyellow_HostT.MEtan.1_NEU	2.00E-16	0.494
MetaB.MElightyellow_HostT.MEtan4_NEU	2.00E-16	0.906
MetaB.MElightyellow_HostT.MEthistle4_NEU	2.00E-16	0.811
MetaB.MElightyellow_HostT.MEturquoise_NEU	2.00E-16	1.33
MetaB.MElightyellow_HostT.MEwhite_NEU	2.00E-16	0.982
MetaB.MElightyellow_HostT.MEyellow_NEU	2.00E-16	1.184
MetaB.MElightyellow_HostT.MEyellow2_NEU	2.00E-16	0.99
MetaB.MEmediumpurple1_HostT.MEbisque4_NEU	2.00E-16	0.709
MetaB.MEmediumpurple1_HostT.MEblue2_NEU	2.00E-16	0.616
MetaB.MEmediumpurple1_HostT.MEblueviolet_NEU	2.00E-16	0.559
MetaB.MEmediumpurple1_HostT.MEbrown_NEU	2.00E-16	0.646
MetaB.MEmediumpurple1_HostT.MEbrown3_NEU	2.00E-16	0.441
MetaB.MEmediumpurple1_HostT.MEchocolate2_NEU	2.00E-16	0.343
MetaB.MEmediumpurple1_HostT.MEchocolate4_NEU	2.00E-16	0.285
MetaB.MEmediumpurple1_HostT.MEcoral_NEU	0.004	0.298
MetaB.MEmediumpurple1_HostT.MEcyan_NEU	0.002	0.472
MetaB.MEmediumpurple1_HostT.MEdarkgoldenrod4_NEU	2.00E-16	0.796
MetaB.MEmediumpurple1_HostT.MEdarkgreen_NEU	0.002	0.406
MetaB.MEmediumpurple1_HostT.MEdarkgrey.1_NEU	2.00E-16	0.2128
MetaB.MEmediumpurple1_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.533
MetaB.MEmediumpurple1_HostT.MEdarkmagenta_NEU	0.21	0.1057
MetaB.MEmediumpurple1_HostT.MEdarkolivegreen4_NEU	0.006	0.215
MetaB.MEmediumpurple1_HostT.MEdarkorange2_NEU	2.00E-16	0.48
MetaB.MEmediumpurple1_HostT.MEdarkorchid1_NEU	0.032	0.3099
MetaB.MEmediumpurple1_HostT.MEdarkorchid2_NEU	0.14	0.238
MetaB.MEmediumpurple1_HostT.MEdarksalmon_NEU	0.41	0.0952
MetaB.MEmediumpurple1_HostT.MEdarkseagreen2_NEU	0.13	0.1972
MetaB.MEmediumpurple1_HostT.MEdarkviolet_NEU	2.00E-16	0.668
MetaB.MEmediumpurple1_HostT.MEdeeppink_NEU	0.002	0.32
MetaB.MEmediumpurple1_HostT.MEdeeppink3_NEU	2.00E-16	0.552
MetaB.MEmediumpurple1_HostT.MEdodgerblue1_NEU	0.88	0.00645
MetaB.MEmediumpurple1_HostT.MEdodgerblue4_NEU	2.00E-16	0.271
MetaB.MEmediumpurple1_HostT.MEfirebrick3_NEU	2.00E-16	0.658
MetaB.MEmediumpurple1_HostT.MEfirebrick4_NEU	2.00E-16	0.513
MetaB.MEmediumpurple1_HostT.MEfloralwhite_NEU	0.02	0.2989
MetaB.MEmediumpurple1_HostT.MEgold_NEU	0.002	0.475
MetaB.MEmediumpurple1_HostT.MEgold1_NEU	2.00E-16	0.475
MetaB.MEmediumpurple1_HostT.MEgreen2_NEU	2.00E-16	0.799
MetaB.MEmediumpurple1_HostT.MEgreen4_NEU	2.00E-16	0.585
MetaB.MEmediumpurple1_HostT.MEgreenyellow.1_NEU	0.84	0.0153
MetaB.MEmediumpurple1_HostT.MEgreenyellow_NEU	2.00E-16	0.392
MetaB.MEmediumpurple1_HostT.MEhoneydew1_NEU	0.13	0.2127
MetaB.MEmediumpurple1_HostT.MEhoneydew2_NEU	2.00E-16	0.619
MetaB.MEmediumpurple1_HostT.MEhoneydew3_NEU	0.002	0.356
MetaB.MEmediumpurple1_HostT.MEhotpink1_NEU	0.256	0.169
MetaB.MEmediumpurple1_HostT.MEhotpink2_NEU	2.00E-16	0.676
MetaB.MEmediumpurple1_HostT.MElavender_NEU	0.76	0.0428
MetaB.MEmediumpurple1_HostT.MElavenderblush2_NEU	0.19	0.1603
MetaB.MEmediumpurple1_HostT.MElemonchiffon1_NEU	2.00E-16	0.374
MetaB.MEmediumpurple1_HostT.MElightcyan4_NEU	0.002	0.312
MetaB.MEmediumpurple1_HostT.MElightgoldenrod2_NEU	0.22	0.0391
MetaB.MEmediumpurple1_HostT.MElightgoldenrod3_NEU	0.46	0.0798
MetaB.MEmediumpurple1_HostT.MElightpink_NEU	2.00E-16	0.543
MetaB.MEmediumpurple1_HostT.MElightpink1_NEU	0.71	0.0516
MetaB.MEmediumpurple1_HostT.MElightpink3_NEU	0.012	0.1923
MetaB.MEmediumpurple1_HostT.MElightskyblue2_NEU	2.00E-16	0.557
MetaB.MEmediumpurple1_HostT.MElightsteelblue1_NEU	2.00E-16	0.818
MetaB.MEmediumpurple1_HostT.MElightyellow.1_NEU	0.008	0.429
MetaB.MEmediumpurple1_HostT.MElightyellow_NEU	2.00E-16	0.532
MetaB.MEmediumpurple1_HostT.MElightyellow3_NEU	2.00E-16	0.544
MetaB.MEmediumpurple1_HostT.MEmagenta_NEU	2.00E-16	0.677
MetaB.MEmediumpurple1_HostT.MEmagenta4_NEU	2.00E-16	0.812
MetaB.MEmediumpurple1_HostT.MEmaroon2_NEU	2.00E-16	0.791
MetaB.MEmediumpurple1_HostT.MEmaroon3_NEU	0.012	0.3047
MetaB.MEmediumpurple1_HostT.MEmoccasin_NEU	2.00E-16	1.013
MetaB.MEmediumpurple1_HostT.MEnavajowhite1_NEU	2.00E-16	0.656
MetaB.MEmediumpurple1_HostT.MEnavajowhite4_NEU	0.016	0.32
MetaB.MEmediumpurple1_HostT.MEoldlace_NEU	2.00E-16	0.628
MetaB.MEmediumpurple1_HostT.MEorange_NEU	0.16	-0.135
MetaB.MEmediumpurple1_HostT.MEorange4_NEU	0.048	0.21584
MetaB.MEmediumpurple1_HostT.MEorangered_NEU	0.056	0.31698
MetaB.MEmediumpurple1_HostT.MEorangered4_NEU	0.08	0.2696
MetaB.MEmediumpurple1_HostT.MEorchid4_NEU	0.14	0.2054
MetaB.MEmediumpurple1_HostT.MEpalegreen3_NEU	2.00E-16	0.436
MetaB.MEmediumpurple1_HostT.MEpaleturquoise_NEU	0.53	-0.0388
MetaB.MEmediumpurple1_HostT.MEpaleturquoise4_NEU	0.3	0.144
MetaB.MEmediumpurple1_HostT.MEpink1_NEU	0.05	1.93E-01
MetaB.MEmediumpurple1_HostT.MEpink3_NEU	0.36	0.115
MetaB.MEmediumpurple1_HostT.MEplum4_NEU	0.006	0.1543
MetaB.MEmediumpurple1_HostT.MEpurple_NEU	0.002	0.416
MetaB.MEmediumpurple1_HostT.MEpurple2_NEU	2.00E-16	0.63
MetaB.MEmediumpurple1_HostT.MEred_NEU	0.058	0.27481
MetaB.MEmediumpurple1_HostT.MEred3_NEU	2.00E-16	-0.306
MetaB.MEmediumpurple1_HostT.MEred4_NEU	2.00E-16	0.631
MetaB.MEmediumpurple1_HostT.MErosybrown1_NEU	2.00E-16	0.42
MetaB.MEmediumpurple1_HostT.MEroyalblue4_NEU	0.43	0.075
MetaB.MEmediumpurple1_HostT.MEsaddlebrown.1_NEU	2.00E-16	0.875
MetaB.MEmediumpurple1_HostT.MEsalmon2_NEU	2.00E-16	0.633
MetaB.MEmediumpurple1_HostT.MEseagreen2_NEU	0.18	-0.136
MetaB.MEmediumpurple1_HostT.MEsienna1_NEU	2.00E-16	0.346
MetaB.MEmediumpurple1_HostT.MEsienna2_NEU	2.00E-16	0.524
MetaB.MEmediumpurple1_HostT.MEsienna3_NEU	2.00E-16	0.506
MetaB.MEmediumpurple1_HostT.MEskyblue2_NEU	0.002	0.447
MetaB.MEmediumpurple1_HostT.MEskyblue3.1_NEU	0.036	0.1876
MetaB.MEmediumpurple1_HostT.MEslateblue2_NEU	0.06	0.2356
MetaB.MEmediumpurple1_HostT.MEsteelblue1_NEU	0.51	0.0961
MetaB.MEmediumpurple1_HostT.MEsteelblue4_NEU	0.04	0.2261
MetaB.MEmediumpurple1_HostT.MEtan.1_NEU	0.016	0.2639
MetaB.MEmediumpurple1_HostT.MEtan4_NEU	0.008	0.3387
MetaB.MEmediumpurple1_HostT.MEthistle4_NEU	2.00E-16	0.427
MetaB.MEmediumpurple1_HostT.MEturquoise_NEU	2.00E-16	0.686
MetaB.MEmediumpurple1_HostT.MEwhite_NEU	2.00E-16	0.438
MetaB.MEmediumpurple1_HostT.MEyellow_NEU	2.00E-16	0.538
MetaB.MEmediumpurple1_HostT.MEyellow2_NEU	2.00E-16	0.436
MetaB.MEmediumpurple3_HostT.MEbisque4_NEU	2.00E-16	1.271
MetaB.MEmediumpurple3_HostT.MEblue2_NEU	2.00E-16	1.158
MetaB.MEmediumpurple3_HostT.MEblueviolet_NEU	2.00E-16	1.113
MetaB.MEmediumpurple3_HostT.MEbrown_NEU	2.00E-16	1.119
MetaB.MEmediumpurple3_HostT.MEbrown3_NEU	2.00E-16	1.086
MetaB.MEmediumpurple3_HostT.MEchocolate2_NEU	2.00E-16	0.773
MetaB.MEmediumpurple3_HostT.MEchocolate4_NEU	2.00E-16	0.834
MetaB.MEmediumpurple3_HostT.MEcoral_NEU	2.00E-16	0.649
MetaB.MEmediumpurple3_HostT.MEcyan_NEU	2.00E-16	1.0016
MetaB.MEmediumpurple3_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.196
MetaB.MEmediumpurple3_HostT.MEdarkgreen_NEU	2.00E-16	0.939
MetaB.MEmediumpurple3_HostT.MEdarkgrey.1_NEU	2.00E-16	0.625
MetaB.MEmediumpurple3_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.904
MetaB.MEmediumpurple3_HostT.MEdarkmagenta_NEU	0.004	0.2929
MetaB.MEmediumpurple3_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.549
MetaB.MEmediumpurple3_HostT.MEdarkorange2_NEU	2.00E-16	0.956
MetaB.MEmediumpurple3_HostT.MEdarkorchid1_NEU	2.00E-16	0.898
MetaB.MEmediumpurple3_HostT.MEdarkorchid2_NEU	2.00E-16	0.681
MetaB.MEmediumpurple3_HostT.MEdarksalmon_NEU	0.002	0.492
MetaB.MEmediumpurple3_HostT.MEdarkseagreen2_NEU	2.00E-16	0.568
MetaB.MEmediumpurple3_HostT.MEdarkviolet_NEU	2.00E-16	1.083
MetaB.MEmediumpurple3_HostT.MEdeeppink_NEU	2.00E-16	0.735
MetaB.MEmediumpurple3_HostT.MEdeeppink3_NEU	2.00E-16	0.944
MetaB.MEmediumpurple3_HostT.MEdodgerblue1_NEU	0.56	0.0525
MetaB.MEmediumpurple3_HostT.MEdodgerblue4_NEU	2.00E-16	0.826
MetaB.MEmediumpurple3_HostT.MEfirebrick3_NEU	2.00E-16	1.067
MetaB.MEmediumpurple3_HostT.MEfirebrick4_NEU	2.00E-16	1.026
MetaB.MEmediumpurple3_HostT.MEfloralwhite_NEU	2.00E-16	0.745
MetaB.MEmediumpurple3_HostT.MEgold_NEU	2.00E-16	0.969
MetaB.MEmediumpurple3_HostT.MEgold1_NEU	2.00E-16	0.971
MetaB.MEmediumpurple3_HostT.MEgreen2_NEU	2.00E-16	1.272
MetaB.MEmediumpurple3_HostT.MEgreen4_NEU	2.00E-16	1.15
MetaB.MEmediumpurple3_HostT.MEgreenyellow.1_NEU	0.074	0.2104
MetaB.MEmediumpurple3_HostT.MEgreenyellow_NEU	2.00E-16	0.775
MetaB.MEmediumpurple3_HostT.MEhoneydew1_NEU	2.00E-16	0.666
MetaB.MEmediumpurple3_HostT.MEhoneydew2_NEU	2.00E-16	0.998
MetaB.MEmediumpurple3_HostT.MEhoneydew3_NEU	2.00E-16	0.765
MetaB.MEmediumpurple3_HostT.MEhotpink1_NEU	2.00E-16	0.75
MetaB.MEmediumpurple3_HostT.MEhotpink2_NEU	2.00E-16	1.208
MetaB.MEmediumpurple3_HostT.MElavender_NEU	0.004	0.394
MetaB.MEmediumpurple3_HostT.MElavenderblush2_NEU	2.00E-16	0.58
MetaB.MEmediumpurple3_HostT.MElemonchiffon1_NEU	2.00E-16	0.739
MetaB.MEmediumpurple3_HostT.MElightcyan4_NEU	2.00E-16	0.771
MetaB.MEmediumpurple3_HostT.MElightgoldenrod2_NEU	0.13	0.1069
MetaB.MEmediumpurple3_HostT.MElightgoldenrod3_NEU	0.008	0.3249
MetaB.MEmediumpurple3_HostT.MElightpink_NEU	2.00E-16	0.905
MetaB.MEmediumpurple3_HostT.MElightpink1_NEU	2.00E-16	0.592
MetaB.MEmediumpurple3_HostT.MElightpink3_NEU	0.002	0.482
MetaB.MEmediumpurple3_HostT.MElightskyblue2_NEU	2.00E-16	0.947
MetaB.MEmediumpurple3_HostT.MElightsteelblue1_NEU	2.00E-16	1.233
MetaB.MEmediumpurple3_HostT.MElightyellow.1_NEU	2.00E-16	0.91
MetaB.MEmediumpurple3_HostT.MElightyellow_NEU	2.00E-16	1.1
MetaB.MEmediumpurple3_HostT.MElightyellow3_NEU	2.00E-16	0.893
MetaB.MEmediumpurple3_HostT.MEmagenta_NEU	2.00E-16	1.257
MetaB.MEmediumpurple3_HostT.MEmagenta4_NEU	2.00E-16	1.347
MetaB.MEmediumpurple3_HostT.MEmaroon2_NEU	2.00E-16	1.264
MetaB.MEmediumpurple3_HostT.MEmaroon3_NEU	2.00E-16	0.79
MetaB.MEmediumpurple3_HostT.MEmoccasin_NEU	2.00E-16	1.405
MetaB.MEmediumpurple3_HostT.MEnavajowhite1_NEU	2.00E-16	1.187
MetaB.MEmediumpurple3_HostT.MEnavajowhite4_NEU	2.00E-16	0.773
MetaB.MEmediumpurple3_HostT.MEoldlace_NEU	2.00E-16	1.109
MetaB.MEmediumpurple3_HostT.MEorange_NEU	0.422	0.0882
MetaB.MEmediumpurple3_HostT.MEorange4_NEU	2.00E-16	0.646
MetaB.MEmediumpurple3_HostT.MEorangered_NEU	2.00E-16	0.836
MetaB.MEmediumpurple3_HostT.MEorangered4_NEU	2.00E-16	0.831
MetaB.MEmediumpurple3_HostT.MEorchid4_NEU	2.00E-16	0.712
MetaB.MEmediumpurple3_HostT.MEpalegreen3_NEU	2.00E-16	0.771
MetaB.MEmediumpurple3_HostT.MEpaleturquoise_NEU	0.442	0.0679
MetaB.MEmediumpurple3_HostT.MEpaleturquoise4_NEU	2.00E-16	0.59
MetaB.MEmediumpurple3_HostT.MEpink1_NEU	2.00E-16	0.421
MetaB.MEmediumpurple3_HostT.MEpink3_NEU	0.004	0.545
MetaB.MEmediumpurple3_HostT.MEplum4_NEU	0.008	0.3252
MetaB.MEmediumpurple3_HostT.MEpurple_NEU	2.00E-16	0.732
MetaB.MEmediumpurple3_HostT.MEpurple2_NEU	2.00E-16	1.233
MetaB.MEmediumpurple3_HostT.MEred_NEU	2.00E-16	0.844
MetaB.MEmediumpurple3_HostT.MEred3_NEU	0.166	-0.149
MetaB.MEmediumpurple3_HostT.MEred4_NEU	2.00E-16	1.298
MetaB.MEmediumpurple3_HostT.MErosybrown1_NEU	2.00E-16	0.773
MetaB.MEmediumpurple3_HostT.MEroyalblue4_NEU	0.004	0.3967
MetaB.MEmediumpurple3_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.313
MetaB.MEmediumpurple3_HostT.MEsalmon2_NEU	2.00E-16	1.16
MetaB.MEmediumpurple3_HostT.MEseagreen2_NEU	0.392	0.14
MetaB.MEmediumpurple3_HostT.MEsienna1_NEU	0.004	0.53
MetaB.MEmediumpurple3_HostT.MEsienna2_NEU	2.00E-16	1.11
MetaB.MEmediumpurple3_HostT.MEsienna3_NEU	2.00E-16	0.872
MetaB.MEmediumpurple3_HostT.MEskyblue2_NEU	2.00E-16	0.92
MetaB.MEmediumpurple3_HostT.MEskyblue3.1_NEU	2.00E-16	0.546
MetaB.MEmediumpurple3_HostT.MEslateblue2_NEU	2.00E-16	0.653
MetaB.MEmediumpurple3_HostT.MEsteelblue1_NEU	0.004	0.634
MetaB.MEmediumpurple3_HostT.MEsteelblue4_NEU	2.00E-16	0.497
MetaB.MEmediumpurple3_HostT.MEtan.1_NEU	2.00E-16	0.542
MetaB.MEmediumpurple3_HostT.MEtan4_NEU	2.00E-16	0.846
MetaB.MEmediumpurple3_HostT.MEthistle4_NEU	2.00E-16	0.937
MetaB.MEmediumpurple3_HostT.MEturquoise_NEU	2.00E-16	1.2
MetaB.MEmediumpurple3_HostT.MEwhite_NEU	2.00E-16	1.07
MetaB.MEmediumpurple3_HostT.MEyellow_NEU	2.00E-16	1.123
MetaB.MEmediumpurple3_HostT.MEyellow2_NEU	2.00E-16	1.023
MetaB.MEnavajowhite_HostT.MEbisque4_NEU	2.00E-16	1.463
MetaB.MEnavajowhite_HostT.MEblue2_NEU	2.00E-16	1.253
MetaB.MEnavajowhite_HostT.MEblueviolet_NEU	2.00E-16	1.09
MetaB.MEnavajowhite_HostT.MEbrown_NEU	2.00E-16	1.332
MetaB.MEnavajowhite_HostT.MEbrown3_NEU	2.00E-16	0.916
MetaB.MEnavajowhite_HostT.MEchocolate2_NEU	2.00E-16	0.648
MetaB.MEnavajowhite_HostT.MEchocolate4_NEU	2.00E-16	0.611
MetaB.MEnavajowhite_HostT.MEcoral_NEU	2.00E-16	0.661
MetaB.MEnavajowhite_HostT.MEcyan_NEU	2.00E-16	1.046
MetaB.MEnavajowhite_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.385
MetaB.MEnavajowhite_HostT.MEdarkgreen_NEU	2.00E-16	0.976
MetaB.MEnavajowhite_HostT.MEdarkgrey.1_NEU	0.002	0.43
MetaB.MEnavajowhite_HostT.MEdarkmagenta.1_NEU	2.00E-16	1.02
MetaB.MEnavajowhite_HostT.MEdarkmagenta_NEU	0.014	0.2881
MetaB.MEnavajowhite_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.479
MetaB.MEnavajowhite_HostT.MEdarkorange2_NEU	2.00E-16	0.999
MetaB.MEnavajowhite_HostT.MEdarkorchid1_NEU	2.00E-16	0.917
MetaB.MEnavajowhite_HostT.MEdarkorchid2_NEU	0.002	0.802
MetaB.MEnavajowhite_HostT.MEdarksalmon_NEU	0.008	0.45
MetaB.MEnavajowhite_HostT.MEdarkseagreen2_NEU	2.00E-16	0.555
MetaB.MEnavajowhite_HostT.MEdarkviolet_NEU	2.00E-16	1.074
MetaB.MEnavajowhite_HostT.MEdeeppink_NEU	2.00E-16	0.629
MetaB.MEnavajowhite_HostT.MEdeeppink3_NEU	2.00E-16	1.092
MetaB.MEnavajowhite_HostT.MEdodgerblue1_NEU	0.64	0.0336
MetaB.MEnavajowhite_HostT.MEdodgerblue4_NEU	2.00E-16	0.615
MetaB.MEnavajowhite_HostT.MEfirebrick3_NEU	2.00E-16	1.279
MetaB.MEnavajowhite_HostT.MEfirebrick4_NEU	2.00E-16	1.188
MetaB.MEnavajowhite_HostT.MEfloralwhite_NEU	2.00E-16	0.709
MetaB.MEnavajowhite_HostT.MEgold_NEU	2.00E-16	1.06
MetaB.MEnavajowhite_HostT.MEgold1_NEU	2.00E-16	0.885
MetaB.MEnavajowhite_HostT.MEgreen2_NEU	2.00E-16	1.579
MetaB.MEnavajowhite_HostT.MEgreen4_NEU	2.00E-16	1.347
MetaB.MEnavajowhite_HostT.MEgreenyellow.1_NEU	0.338	0.15
MetaB.MEnavajowhite_HostT.MEgreenyellow_NEU	2.00E-16	0.811
MetaB.MEnavajowhite_HostT.MEhoneydew1_NEU	0.002	0.662
MetaB.MEnavajowhite_HostT.MEhoneydew2_NEU	2.00E-16	1.211
MetaB.MEnavajowhite_HostT.MEhoneydew3_NEU	2.00E-16	0.778
MetaB.MEnavajowhite_HostT.MEhotpink1_NEU	0.002	0.682
MetaB.MEnavajowhite_HostT.MEhotpink2_NEU	2.00E-16	1.415
MetaB.MEnavajowhite_HostT.MElavender_NEU	0.034	0.3892
MetaB.MEnavajowhite_HostT.MElavenderblush2_NEU	0.004	0.525
MetaB.MEnavajowhite_HostT.MElemonchiffon1_NEU	2.00E-16	0.777
MetaB.MEnavajowhite_HostT.MElightcyan4_NEU	2.00E-16	0.69
MetaB.MEnavajowhite_HostT.MElightgoldenrod2_NEU	0.098	0.0925
MetaB.MEnavajowhite_HostT.MElightgoldenrod3_NEU	0.05	3.07E-01
MetaB.MEnavajowhite_HostT.MElightpink_NEU	2.00E-16	1.001
MetaB.MEnavajowhite_HostT.MElightpink1_NEU	0.024	0.528
MetaB.MEnavajowhite_HostT.MElightpink3_NEU	2.00E-16	0.383
MetaB.MEnavajowhite_HostT.MElightskyblue2_NEU	2.00E-16	1.086
MetaB.MEnavajowhite_HostT.MElightsteelblue1_NEU	2.00E-16	1.465
MetaB.MEnavajowhite_HostT.MElightyellow.1_NEU	2.00E-16	1.01
MetaB.MEnavajowhite_HostT.MElightyellow_NEU	2.00E-16	1.018
MetaB.MEnavajowhite_HostT.MElightyellow3_NEU	2.00E-16	1.015
MetaB.MEnavajowhite_HostT.MEmagenta_NEU	2.00E-16	1.42
MetaB.MEnavajowhite_HostT.MEmagenta4_NEU	2.00E-16	1.505
MetaB.MEnavajowhite_HostT.MEmaroon2_NEU	2.00E-16	1.483
MetaB.MEnavajowhite_HostT.MEmaroon3_NEU	2.00E-16	0.642
MetaB.MEnavajowhite_HostT.MEmoccasin_NEU	2.00E-16	1.74
MetaB.MEnavajowhite_HostT.MEnavajowhite1_NEU	2.00E-16	1.297
MetaB.MEnavajowhite_HostT.MEnavajowhite4_NEU	2.00E-16	0.827
MetaB.MEnavajowhite_HostT.MEoldlace_NEU	2.00E-16	1.215
MetaB.MEnavajowhite_HostT.MEorange_NEU	0.93	0.0121
MetaB.MEnavajowhite_HostT.MEorange4_NEU	0.002	0.579
MetaB.MEnavajowhite_HostT.MEorangered_NEU	2.00E-16	0.922
MetaB.MEnavajowhite_HostT.MEorangered4_NEU	2.00E-16	0.782
MetaB.MEnavajowhite_HostT.MEorchid4_NEU	2.00E-16	0.72
MetaB.MEnavajowhite_HostT.MEpalegreen3_NEU	2.00E-16	0.875
MetaB.MEnavajowhite_HostT.MEpaleturquoise_NEU	0.776	0.0247
MetaB.MEnavajowhite_HostT.MEpaleturquoise4_NEU	2.00E-16	0.627
MetaB.MEnavajowhite_HostT.MEpink1_NEU	2.00E-16	0.483
MetaB.MEnavajowhite_HostT.MEpink3_NEU	0.014	0.4855
MetaB.MEnavajowhite_HostT.MEplum4_NEU	0.002	0.3364
MetaB.MEnavajowhite_HostT.MEpurple_NEU	2.00E-16	0.916
MetaB.MEnavajowhite_HostT.MEpurple2_NEU	2.00E-16	1.219
MetaB.MEnavajowhite_HostT.MEred_NEU	2.00E-16	0.739
MetaB.MEnavajowhite_HostT.MEred3_NEU	0.014	-0.385
MetaB.MEnavajowhite_HostT.MEred4_NEU	2.00E-16	1.206
MetaB.MEnavajowhite_HostT.MErosybrown1_NEU	2.00E-16	1.011
MetaB.MEnavajowhite_HostT.MEroyalblue4_NEU	0.042	0.3328
MetaB.MEnavajowhite_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.72
MetaB.MEnavajowhite_HostT.MEsalmon2_NEU	2.00E-16	1.388
MetaB.MEnavajowhite_HostT.MEseagreen2_NEU	0.814	0.0376
MetaB.MEnavajowhite_HostT.MEsienna1_NEU	2.00E-16	0.671
MetaB.MEnavajowhite_HostT.MEsienna2_NEU	2.00E-16	1.116
MetaB.MEnavajowhite_HostT.MEsienna3_NEU	2.00E-16	0.825
MetaB.MEnavajowhite_HostT.MEskyblue2_NEU	2.00E-16	1.034
MetaB.MEnavajowhite_HostT.MEskyblue3.1_NEU	0.004	0.411
MetaB.MEnavajowhite_HostT.MEslateblue2_NEU	2.00E-16	0.632
MetaB.MEnavajowhite_HostT.MEsteelblue1_NEU	0.012	0.582
MetaB.MEnavajowhite_HostT.MEsteelblue4_NEU	2.00E-16	0.52
MetaB.MEnavajowhite_HostT.MEtan.1_NEU	2.00E-16	0.524
MetaB.MEnavajowhite_HostT.MEtan4_NEU	2.00E-16	0.875
MetaB.MEnavajowhite_HostT.MEthistle4_NEU	2.00E-16	0.873
MetaB.MEnavajowhite_HostT.MEturquoise_NEU	2.00E-16	1.309
MetaB.MEnavajowhite_HostT.MEwhite_NEU	2.00E-16	0.967
MetaB.MEnavajowhite_HostT.MEyellow_NEU	2.00E-16	1.12
MetaB.MEnavajowhite_HostT.MEyellow2_NEU	2.00E-16	0.933
MetaB.MEorangered1_HostT.MEbisque4_NEU	2.00E-16	1.26
MetaB.MEorangered1_HostT.MEblue2_NEU	2.00E-16	1.221
MetaB.MEorangered1_HostT.MEblueviolet_NEU	2.00E-16	1.035
MetaB.MEorangered1_HostT.MEbrown_NEU	2.00E-16	1.113
MetaB.MEorangered1_HostT.MEbrown3_NEU	2.00E-16	0.962
MetaB.MEorangered1_HostT.MEchocolate2_NEU	2.00E-16	0.744
MetaB.MEorangered1_HostT.MEchocolate4_NEU	0.002	0.608
MetaB.MEorangered1_HostT.MEcoral_NEU	2.00E-16	0.911
MetaB.MEorangered1_HostT.MEcyan_NEU	2.00E-16	0.858
MetaB.MEorangered1_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.22
MetaB.MEorangered1_HostT.MEdarkgreen_NEU	0.002	0.869
MetaB.MEorangered1_HostT.MEdarkgrey.1_NEU	0.05	0.404
MetaB.MEorangered1_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.883
MetaB.MEorangered1_HostT.MEdarkmagenta_NEU	2.00E-16	0.383
MetaB.MEorangered1_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.529
MetaB.MEorangered1_HostT.MEdarkorange2_NEU	2.00E-16	0.84
MetaB.MEorangered1_HostT.MEdarkorchid1_NEU	2.00E-16	0.907
MetaB.MEorangered1_HostT.MEdarkorchid2_NEU	2.00E-16	0.753
MetaB.MEorangered1_HostT.MEdarksalmon_NEU	2.00E-16	0.565
MetaB.MEorangered1_HostT.MEdarkseagreen2_NEU	2.00E-16	0.636
MetaB.MEorangered1_HostT.MEdarkviolet_NEU	2.00E-16	1.08
MetaB.MEorangered1_HostT.MEdeeppink_NEU	2.00E-16	0.758
MetaB.MEorangered1_HostT.MEdeeppink3_NEU	2.00E-16	0.998
MetaB.MEorangered1_HostT.MEdodgerblue1_NEU	0.072	0.1908
MetaB.MEorangered1_HostT.MEdodgerblue4_NEU	0.002	0.6
MetaB.MEorangered1_HostT.MEfirebrick3_NEU	2.00E-16	1.261
MetaB.MEorangered1_HostT.MEfirebrick4_NEU	2.00E-16	1.204
MetaB.MEorangered1_HostT.MEfloralwhite_NEU	2.00E-16	0.752
MetaB.MEorangered1_HostT.MEgold_NEU	2.00E-16	1.158
MetaB.MEorangered1_HostT.MEgold1_NEU	2.00E-16	1.027
MetaB.MEorangered1_HostT.MEgreen2_NEU	2.00E-16	1.306
MetaB.MEorangered1_HostT.MEgreen4_NEU	2.00E-16	1.29
MetaB.MEorangered1_HostT.MEgreenyellow.1_NEU	0.068	0.2746
MetaB.MEorangered1_HostT.MEgreenyellow_NEU	2.00E-16	0.905
MetaB.MEorangered1_HostT.MEhoneydew1_NEU	2.00E-16	0.633
MetaB.MEorangered1_HostT.MEhoneydew2_NEU	2.00E-16	1.14
MetaB.MEorangered1_HostT.MEhoneydew3_NEU	2.00E-16	0.708
MetaB.MEorangered1_HostT.MEhotpink1_NEU	2.00E-16	0.827
MetaB.MEorangered1_HostT.MEhotpink2_NEU	2.00E-16	1.242
MetaB.MEorangered1_HostT.MElavender_NEU	0.01	0.636
MetaB.MEorangered1_HostT.MElavenderblush2_NEU	2.00E-16	0.74
MetaB.MEorangered1_HostT.MElemonchiffon1_NEU	2.00E-16	0.827
MetaB.MEorangered1_HostT.MElightcyan4_NEU	0.006	0.53
MetaB.MEorangered1_HostT.MElightgoldenrod2_NEU	0.038	0.2542
MetaB.MEorangered1_HostT.MElightgoldenrod3_NEU	2.00E-16	0.5017
