Treat_Mediator_Y	ACME.p	prop.mediated
MetaB.MEsalmon2_HostT.MEpaleturquoise4_NEU	0.052	0.41007
MetaB.MEsalmon2_HostT.MEpink1_NEU	0.008	0.338
MetaB.MEsalmon2_HostT.MEpink3_NEU	0.124	0.2918
MetaB.MEsalmon2_HostT.MEplum4_NEU	2.00E-16	0.2074
MetaB.MEsalmon2_HostT.MEpurple_NEU	2.00E-16	0.634
MetaB.MEsalmon2_HostT.MEpurple2_NEU	2.00E-16	1.138
MetaB.MEsalmon2_HostT.MEred_NEU	0.008	0.566
MetaB.MEsalmon2_HostT.MEred3_NEU	2.00E-16	-0.556
MetaB.MEsalmon2_HostT.MEred4_NEU	2.00E-16	0.966
MetaB.MEsalmon2_HostT.MErosybrown1_NEU	2.00E-16	0.709
MetaB.MEsalmon2_HostT.MEroyalblue4_NEU	0.32	0.181
MetaB.MEsalmon2_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.432
MetaB.MEsalmon2_HostT.MEsalmon2_NEU	2.00E-16	1.13
MetaB.MEsalmon2_HostT.MEseagreen2_NEU	0.26	-0.213
MetaB.MEsalmon2_HostT.MEsienna1_NEU	2.00E-16	0.581
MetaB.MEsalmon2_HostT.MEsienna2_NEU	2.00E-16	0.903
MetaB.MEsalmon2_HostT.MEsienna3_NEU	2.00E-16	0.686
MetaB.MEsalmon2_HostT.MEskyblue2_NEU	2.00E-16	0.907
MetaB.MEsalmon2_HostT.MEskyblue3.1_NEU	0.022	0.324
MetaB.MEsalmon2_HostT.MEslateblue2_NEU	0.008	0.466
MetaB.MEsalmon2_HostT.MEsteelblue1_NEU	0.166	0.345
MetaB.MEsalmon2_HostT.MEsteelblue4_NEU	2.00E-16	0.412
MetaB.MEsalmon2_HostT.MEtan.1_NEU	2.00E-16	0.406
MetaB.MEsalmon2_HostT.MEtan4_NEU	0.004	0.698
MetaB.MEsalmon2_HostT.MEthistle4_NEU	2.00E-16	0.798
MetaB.MEsalmon2_HostT.MEturquoise_NEU	2.00E-16	1.161
MetaB.MEsalmon2_HostT.MEwhite_NEU	2.00E-16	0.803
MetaB.MEsalmon2_HostT.MEyellow_NEU	2.00E-16	0.854
MetaB.MEsalmon2_HostT.MEyellow2_NEU	2.00E-16	0.787
MetaB.MEsienna4_HostT.MEbisque4_NEU	2.00E-16	0.754
MetaB.MEsienna4_HostT.MEblue2_NEU	2.00E-16	0.656
MetaB.MEsienna4_HostT.MEblueviolet_NEU	2.00E-16	0.533
MetaB.MEsienna4_HostT.MEbrown_NEU	2.00E-16	0.615
MetaB.MEsienna4_HostT.MEbrown3_NEU	2.00E-16	0.464
MetaB.MEsienna4_HostT.MEchocolate2_NEU	2.00E-16	0.367
MetaB.MEsienna4_HostT.MEchocolate4_NEU	2.00E-16	0.32
MetaB.MEsienna4_HostT.MEcoral_NEU	2.00E-16	0.297
MetaB.MEsienna4_HostT.MEcyan_NEU	2.00E-16	0.472
MetaB.MEsienna4_HostT.MEdarkgoldenrod4_NEU	2.00E-16	0.779
MetaB.MEsienna4_HostT.MEdarkgreen_NEU	2.00E-16	0.404
MetaB.MEsienna4_HostT.MEdarkgrey.1_NEU	2.00E-16	0.253
MetaB.MEsienna4_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.505
MetaB.MEsienna4_HostT.MEdarkmagenta_NEU	0.15	0.119
MetaB.MEsienna4_HostT.MEdarkolivegreen4_NEU	0.006	0.2296
MetaB.MEsienna4_HostT.MEdarkorange2_NEU	2.00E-16	0.52
MetaB.MEsienna4_HostT.MEdarkorchid1_NEU	0.022	0.3515
MetaB.MEsienna4_HostT.MEdarkorchid2_NEU	0.094	0.2642
MetaB.MEsienna4_HostT.MEdarksalmon_NEU	0.38	0.116
MetaB.MEsienna4_HostT.MEdarkseagreen2_NEU	0.12	0.2096
MetaB.MEsienna4_HostT.MEdarkviolet_NEU	2.00E-16	0.7
MetaB.MEsienna4_HostT.MEdeeppink_NEU	2.00E-16	0.34
MetaB.MEsienna4_HostT.MEdeeppink3_NEU	2.00E-16	0.558
MetaB.MEsienna4_HostT.MEdodgerblue1_NEU	0.99	-0.00121
MetaB.MEsienna4_HostT.MEdodgerblue4_NEU	2.00E-16	0.31
MetaB.MEsienna4_HostT.MEfirebrick3_NEU	2.00E-16	0.709
MetaB.MEsienna4_HostT.MEfirebrick4_NEU	2.00E-16	0.538
MetaB.MEsienna4_HostT.MEfloralwhite_NEU	0.006	0.3038
MetaB.MEsienna4_HostT.MEgold_NEU	2.00E-16	0.474
MetaB.MEsienna4_HostT.MEgold1_NEU	2.00E-16	0.493
MetaB.MEsienna4_HostT.MEgreen2_NEU	2.00E-16	0.806
MetaB.MEsienna4_HostT.MEgreen4_NEU	0.002	0.573
MetaB.MEsienna4_HostT.MEgreenyellow.1_NEU	0.78	0.0251
MetaB.MEsienna4_HostT.MEgreenyellow_NEU	2.00E-16	0.408
MetaB.MEsienna4_HostT.MEhoneydew1_NEU	0.12	0.2239
MetaB.MEsienna4_HostT.MEhoneydew2_NEU	2.00E-16	0.658
MetaB.MEsienna4_HostT.MEhoneydew3_NEU	2.00E-16	0.379
MetaB.MEsienna4_HostT.MEhotpink1_NEU	0.22	0.182
MetaB.MEsienna4_HostT.MEhotpink2_NEU	2.00E-16	0.746
MetaB.MEsienna4_HostT.MElavender_NEU	0.38	0.0915
MetaB.MEsienna4_HostT.MElavenderblush2_NEU	0.15	0.1784
MetaB.MEsienna4_HostT.MElemonchiffon1_NEU	2.00E-16	0.377
MetaB.MEsienna4_HostT.MElightcyan4_NEU	2.00E-16	0.326
MetaB.MEsienna4_HostT.MElightgoldenrod2_NEU	0.18	0.0431
MetaB.MEsienna4_HostT.MElightgoldenrod3_NEU	0.23	0.1063
MetaB.MEsienna4_HostT.MElightpink_NEU	2.00E-16	0.579
MetaB.MEsienna4_HostT.MElightpink1_NEU	0.75	0.0564
MetaB.MEsienna4_HostT.MElightpink3_NEU	0.004	0.2009
MetaB.MEsienna4_HostT.MElightskyblue2_NEU	2.00E-16	0.58
MetaB.MEsienna4_HostT.MElightsteelblue1_NEU	2.00E-16	0.899
MetaB.MEsienna4_HostT.MElightyellow.1_NEU	0.002	0.451
MetaB.MEsienna4_HostT.MElightyellow_NEU	2.00E-16	0.536
MetaB.MEsienna4_HostT.MElightyellow3_NEU	2.00E-16	0.522
MetaB.MEsienna4_HostT.MEmagenta_NEU	2.00E-16	0.673
MetaB.MEsienna4_HostT.MEmagenta4_NEU	2.00E-16	0.898
MetaB.MEsienna4_HostT.MEmaroon2_NEU	2.00E-16	0.872
MetaB.MEsienna4_HostT.MEmaroon3_NEU	0.002	0.3256
MetaB.MEsienna4_HostT.MEmoccasin_NEU	2.00E-16	1.038
MetaB.MEsienna4_HostT.MEnavajowhite1_NEU	2.00E-16	0.733
MetaB.MEsienna4_HostT.MEnavajowhite4_NEU	0.014	0.3542
MetaB.MEsienna4_HostT.MEoldlace_NEU	2.00E-16	0.694
MetaB.MEsienna4_HostT.MEorange_NEU	0.3	-0.0826
MetaB.MEsienna4_HostT.MEorange4_NEU	0.092	0.2229
MetaB.MEsienna4_HostT.MEorangered_NEU	0.044	0.3329
MetaB.MEsienna4_HostT.MEorangered4_NEU	0.03	0.2953
MetaB.MEsienna4_HostT.MEorchid4_NEU	0.13	0.2173
MetaB.MEsienna4_HostT.MEpalegreen3_NEU	0.002	0.458
MetaB.MEsienna4_HostT.MEpaleturquoise_NEU	0.68	-0.0268
MetaB.MEsienna4_HostT.MEpaleturquoise4_NEU	0.14	0.2
MetaB.MEsienna4_HostT.MEpink1_NEU	0.032	0.2061
MetaB.MEsienna4_HostT.MEpink3_NEU	0.38	0.105
MetaB.MEsienna4_HostT.MEplum4_NEU	0.002	0.1353
MetaB.MEsienna4_HostT.MEpurple_NEU	2.00E-16	0.412
MetaB.MEsienna4_HostT.MEpurple2_NEU	2.00E-16	0.65
MetaB.MEsienna4_HostT.MEred_NEU	0.03	0.2806
MetaB.MEsienna4_HostT.MEred3_NEU	0.002	-0.237
MetaB.MEsienna4_HostT.MEred4_NEU	2.00E-16	0.698
MetaB.MEsienna4_HostT.MErosybrown1_NEU	0.002	0.456
MetaB.MEsienna4_HostT.MEroyalblue4_NEU	0.4	0.089
MetaB.MEsienna4_HostT.MEsaddlebrown.1_NEU	2.00E-16	0.876
MetaB.MEsienna4_HostT.MEsalmon2_NEU	2.00E-16	0.648
MetaB.MEsienna4_HostT.MEseagreen2_NEU	0.27	-0.118
MetaB.MEsienna4_HostT.MEsienna1_NEU	2.00E-16	0.34
MetaB.MEsienna4_HostT.MEsienna2_NEU	2.00E-16	0.594
MetaB.MEsienna4_HostT.MEsienna3_NEU	2.00E-16	0.495
MetaB.MEsienna4_HostT.MEskyblue2_NEU	0.006	0.461
MetaB.MEsienna4_HostT.MEskyblue3.1_NEU	0.074	0.187
MetaB.MEsienna4_HostT.MEslateblue2_NEU	0.05	2.49E-01
MetaB.MEsienna4_HostT.MEsteelblue1_NEU	0.51	0.103
MetaB.MEsienna4_HostT.MEsteelblue4_NEU	0.022	0.2506
MetaB.MEsienna4_HostT.MEtan.1_NEU	0.004	0.2609
MetaB.MEsienna4_HostT.MEtan4_NEU	0.004	0.3475
MetaB.MEsienna4_HostT.MEthistle4_NEU	2.00E-16	0.453
MetaB.MEsienna4_HostT.MEturquoise_NEU	2.00E-16	0.783
MetaB.MEsienna4_HostT.MEwhite_NEU	2.00E-16	0.458
MetaB.MEsienna4_HostT.MEyellow_NEU	2.00E-16	0.581
MetaB.MEsienna4_HostT.MEyellow2_NEU	2.00E-16	0.476
MetaB.MEskyblue_HostT.MEbisque4_NEU	2.00E-16	1.81
MetaB.MEskyblue_HostT.MEblue2_NEU	2.00E-16	1.411
MetaB.MEskyblue_HostT.MEblueviolet_NEU	2.00E-16	1.214
MetaB.MEskyblue_HostT.MEbrown_NEU	2.00E-16	1.684
MetaB.MEskyblue_HostT.MEbrown3_NEU	2.00E-16	0.963
MetaB.MEskyblue_HostT.MEchocolate2_NEU	2.00E-16	0.761
MetaB.MEskyblue_HostT.MEchocolate4_NEU	2.00E-16	0.845
MetaB.MEskyblue_HostT.MEcoral_NEU	2.00E-16	0.773
MetaB.MEskyblue_HostT.MEcyan_NEU	2.00E-16	1.244
MetaB.MEskyblue_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.94
MetaB.MEskyblue_HostT.MEdarkgreen_NEU	2.00E-16	1.213
MetaB.MEskyblue_HostT.MEdarkgrey.1_NEU	0.012	0.485
MetaB.MEskyblue_HostT.MEdarkmagenta.1_NEU	2.00E-16	1.208
MetaB.MEskyblue_HostT.MEdarkmagenta_NEU	0.006	0.4408
MetaB.MEskyblue_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.559
MetaB.MEskyblue_HostT.MEdarkorange2_NEU	2.00E-16	1.467
MetaB.MEskyblue_HostT.MEdarkorchid1_NEU	2.00E-16	1.21
MetaB.MEskyblue_HostT.MEdarkorchid2_NEU	2.00E-16	1.219
MetaB.MEskyblue_HostT.MEdarksalmon_NEU	0.002	0.753
MetaB.MEskyblue_HostT.MEdarkseagreen2_NEU	2.00E-16	0.934
MetaB.MEskyblue_HostT.MEdarkviolet_NEU	2.00E-16	1.28
MetaB.MEskyblue_HostT.MEdeeppink_NEU	2.00E-16	0.891
MetaB.MEskyblue_HostT.MEdeeppink3_NEU	2.00E-16	1.614
MetaB.MEskyblue_HostT.MEdodgerblue1_NEU	0.33	-0.102
MetaB.MEskyblue_HostT.MEdodgerblue4_NEU	2.00E-16	0.797
MetaB.MEskyblue_HostT.MEfirebrick3_NEU	2.00E-16	1.489
MetaB.MEskyblue_HostT.MEfirebrick4_NEU	2.00E-16	1.168
MetaB.MEskyblue_HostT.MEfloralwhite_NEU	2.00E-16	0.893
MetaB.MEskyblue_HostT.MEgold_NEU	2.00E-16	1.209
MetaB.MEskyblue_HostT.MEgold1_NEU	2.00E-16	0.877
MetaB.MEskyblue_HostT.MEgreen2_NEU	2.00E-16	1.87
MetaB.MEskyblue_HostT.MEgreen4_NEU	2.00E-16	1.656
MetaB.MEskyblue_HostT.MEgreenyellow.1_NEU	0.088	0.2335
MetaB.MEskyblue_HostT.MEgreenyellow_NEU	2.00E-16	0.891
MetaB.MEskyblue_HostT.MEhoneydew1_NEU	0.002	0.903
MetaB.MEskyblue_HostT.MEhoneydew2_NEU	2.00E-16	1.542
MetaB.MEskyblue_HostT.MEhoneydew3_NEU	2.00E-16	1.115
MetaB.MEskyblue_HostT.MEhotpink1_NEU	2.00E-16	1.059
MetaB.MEskyblue_HostT.MEhotpink2_NEU	2.00E-16	1.84
MetaB.MEskyblue_HostT.MElavender_NEU	0.004	0.633
MetaB.MEskyblue_HostT.MElavenderblush2_NEU	2.00E-16	0.723
MetaB.MEskyblue_HostT.MElemonchiffon1_NEU	2.00E-16	0.872
MetaB.MEskyblue_HostT.MElightcyan4_NEU	2.00E-16	0.735
MetaB.MEskyblue_HostT.MElightgoldenrod2_NEU	0.146	0.1014
MetaB.MEskyblue_HostT.MElightgoldenrod3_NEU	0.018	0.469
MetaB.MEskyblue_HostT.MElightpink_NEU	2.00E-16	1.376
MetaB.MEskyblue_HostT.MElightpink1_NEU	2.00E-16	1.006
MetaB.MEskyblue_HostT.MElightpink3_NEU	2.00E-16	0.504
MetaB.MEskyblue_HostT.MElightskyblue2_NEU	2.00E-16	1.257
MetaB.MEskyblue_HostT.MElightsteelblue1_NEU	2.00E-16	1.624
MetaB.MEskyblue_HostT.MElightyellow.1_NEU	2.00E-16	1.187
MetaB.MEskyblue_HostT.MElightyellow_NEU	2.00E-16	1.17
MetaB.MEskyblue_HostT.MElightyellow3_NEU	2.00E-16	1.376
MetaB.MEskyblue_HostT.MEmagenta_NEU	2.00E-16	1.562
MetaB.MEskyblue_HostT.MEmagenta4_NEU	2.00E-16	1.84
MetaB.MEskyblue_HostT.MEmaroon2_NEU	2.00E-16	1.87
MetaB.MEskyblue_HostT.MEmaroon3_NEU	2.00E-16	0.803
MetaB.MEskyblue_HostT.MEmoccasin_NEU	2.00E-16	2.1
MetaB.MEskyblue_HostT.MEnavajowhite1_NEU	2.00E-16	1.561
MetaB.MEskyblue_HostT.MEnavajowhite4_NEU	2.00E-16	1.301
MetaB.MEskyblue_HostT.MEoldlace_NEU	2.00E-16	1.265
MetaB.MEskyblue_HostT.MEorange_NEU	0.776	0.0623
MetaB.MEskyblue_HostT.MEorange4_NEU	2.00E-16	0.849
MetaB.MEskyblue_HostT.MEorangered_NEU	2.00E-16	1.357
MetaB.MEskyblue_HostT.MEorangered4_NEU	2.00E-16	0.584400648
MetaB.MEskyblue_HostT.MEorchid4_NEU	2.00E-16	1.042
MetaB.MEskyblue_HostT.MEpalegreen3_NEU	2.00E-16	1.24
MetaB.MEskyblue_HostT.MEpaleturquoise_NEU	0.6	0.0677
MetaB.MEskyblue_HostT.MEpaleturquoise4_NEU	2.00E-16	0.931
MetaB.MEskyblue_HostT.MEpink1_NEU	2.00E-16	0.606
MetaB.MEskyblue_HostT.MEpink3_NEU	0.008	0.642
MetaB.MEskyblue_HostT.MEplum4_NEU	0.016	0.3315
MetaB.MEskyblue_HostT.MEpurple_NEU	2.00E-16	0.971
MetaB.MEskyblue_HostT.MEpurple2_NEU	2.00E-16	1.332
MetaB.MEskyblue_HostT.MEred_NEU	2.00E-16	0.574355198
MetaB.MEskyblue_HostT.MEred3_NEU	0.02	-0.521
MetaB.MEskyblue_HostT.MEred4_NEU	2.00E-16	1.152
MetaB.MEskyblue_HostT.MErosybrown1_NEU	2.00E-16	1.181
MetaB.MEskyblue_HostT.MEroyalblue4_NEU	0.006	0.5478
MetaB.MEskyblue_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.98
MetaB.MEskyblue_HostT.MEsalmon2_NEU	2.00E-16	1.551
MetaB.MEskyblue_HostT.MEseagreen2_NEU	0.744	0.101
MetaB.MEskyblue_HostT.MEsienna1_NEU	2.00E-16	1.011
MetaB.MEskyblue_HostT.MEsienna2_NEU	2.00E-16	1.294
MetaB.MEskyblue_HostT.MEsienna3_NEU	0.004	0.758
MetaB.MEskyblue_HostT.MEskyblue2_NEU	2.00E-16	1.275
MetaB.MEskyblue_HostT.MEskyblue3.1_NEU	2.00E-16	0.631
MetaB.MEskyblue_HostT.MEslateblue2_NEU	2.00E-16	0.8
MetaB.MEskyblue_HostT.MEsteelblue1_NEU	2.00E-16	0.96
MetaB.MEskyblue_HostT.MEsteelblue4_NEU	2.00E-16	0.657
MetaB.MEskyblue_HostT.MEtan.1_NEU	2.00E-16	0.833
MetaB.MEskyblue_HostT.MEtan4_NEU	2.00E-16	1.009
MetaB.MEskyblue_HostT.MEthistle4_NEU	2.00E-16	1.113
MetaB.MEskyblue_HostT.MEturquoise_NEU	2.00E-16	0.807792301
MetaB.MEskyblue_HostT.MEwhite_NEU	2.00E-16	0.588227485
MetaB.MEskyblue_HostT.MEyellow_NEU	2.00E-16	1.229
MetaB.MEskyblue_HostT.MEyellow2_NEU	2.00E-16	1.232
MetaB.MEskyblue1_HostT.MEbisque4_NEU	0.002	0.736
MetaB.MEskyblue1_HostT.MEblue2_NEU	2.00E-16	0.744
MetaB.MEskyblue1_HostT.MEblueviolet_NEU	0.006	0.49
MetaB.MEskyblue1_HostT.MEbrown_NEU	2.00E-16	0.678
MetaB.MEskyblue1_HostT.MEbrown3_NEU	0.018	0.3926
MetaB.MEskyblue1_HostT.MEchocolate2_NEU	0.078	0.2609
MetaB.MEskyblue1_HostT.MEchocolate4_NEU	0.014	0.3332
MetaB.MEskyblue1_HostT.MEcoral_NEU	0.004	0.429
MetaB.MEskyblue1_HostT.MEcyan_NEU	0.002	0.497
MetaB.MEskyblue1_HostT.MEdarkgoldenrod4_NEU	2.00E-16	0.881
MetaB.MEskyblue1_HostT.MEdarkgreen_NEU	2.00E-16	0.59
MetaB.MEskyblue1_HostT.MEdarkgrey.1_NEU	0.078	0.3247
MetaB.MEskyblue1_HostT.MEdarkmagenta.1_NEU	0.002	0.535
MetaB.MEskyblue1_HostT.MEdarkmagenta_NEU	0.018	0.2369
MetaB.MEskyblue1_HostT.MEdarkolivegreen4_NEU	0.026	0.27
MetaB.MEskyblue1_HostT.MEdarkorange2_NEU	2.00E-16	0.546
MetaB.MEskyblue1_HostT.MEdarkorchid1_NEU	0.002	0.521
MetaB.MEskyblue1_HostT.MEdarkorchid2_NEU	2.00E-16	0.533
MetaB.MEskyblue1_HostT.MEdarksalmon_NEU	0.006	0.2855
MetaB.MEskyblue1_HostT.MEdarkseagreen2_NEU	0.002	0.357
MetaB.MEskyblue1_HostT.MEdarkviolet_NEU	0.002	0.573
MetaB.MEskyblue1_HostT.MEdeeppink_NEU	0.026	0.3311
MetaB.MEskyblue1_HostT.MEdeeppink3_NEU	2.00E-16	0.659
MetaB.MEskyblue1_HostT.MEdodgerblue1_NEU	0.118	-0.169
MetaB.MEskyblue1_HostT.MEdodgerblue4_NEU	0.04	0.2975
MetaB.MEskyblue1_HostT.MEfirebrick3_NEU	2.00E-16	0.76
MetaB.MEskyblue1_HostT.MEfirebrick4_NEU	2.00E-16	0.633
MetaB.MEskyblue1_HostT.MEfloralwhite_NEU	2.00E-16	0.449
MetaB.MEskyblue1_HostT.MEgold_NEU	2.00E-16	0.521
MetaB.MEskyblue1_HostT.MEgold1_NEU	0.014	0.444
MetaB.MEskyblue1_HostT.MEgreen2_NEU	2.00E-16	0.83
MetaB.MEskyblue1_HostT.MEgreen4_NEU	2.00E-16	0.692
MetaB.MEskyblue1_HostT.MEgreenyellow.1_NEU	0.238	0.0731
MetaB.MEskyblue1_HostT.MEgreenyellow_NEU	2.00E-16	0.6
MetaB.MEskyblue1_HostT.MEhoneydew1_NEU	2.00E-16	0.382
MetaB.MEskyblue1_HostT.MEhoneydew2_NEU	2.00E-16	0.77
MetaB.MEskyblue1_HostT.MEhoneydew3_NEU	0.002	0.436
MetaB.MEskyblue1_HostT.MEhotpink1_NEU	0.002	0.385
MetaB.MEskyblue1_HostT.MEhotpink2_NEU	2.00E-16	0.703
MetaB.MEskyblue1_HostT.MElavender_NEU	0.006	0.2799
MetaB.MEskyblue1_HostT.MElavenderblush2_NEU	0.004	0.33
MetaB.MEskyblue1_HostT.MElemonchiffon1_NEU	0.002	0.526
MetaB.MEskyblue1_HostT.MElightcyan4_NEU	0.08	0.2598
MetaB.MEskyblue1_HostT.MElightgoldenrod2_NEU	0.892	-0.00855
MetaB.MEskyblue1_HostT.MElightgoldenrod3_NEU	0.03	0.205
MetaB.MEskyblue1_HostT.MElightpink_NEU	2.00E-16	0.741
MetaB.MEskyblue1_HostT.MElightpink1_NEU	2.00E-16	0.343
MetaB.MEskyblue1_HostT.MElightpink3_NEU	0.07	0.2187
MetaB.MEskyblue1_HostT.MElightskyblue2_NEU	0.002	0.603
MetaB.MEskyblue1_HostT.MElightsteelblue1_NEU	2.00E-16	0.911
MetaB.MEskyblue1_HostT.MElightyellow.1_NEU	2.00E-16	0.599
MetaB.MEskyblue1_HostT.MElightyellow_NEU	0.002	0.529
MetaB.MEskyblue1_HostT.MElightyellow3_NEU	0.002	0.562
MetaB.MEskyblue1_HostT.MEmagenta_NEU	0.002	0.728
MetaB.MEskyblue1_HostT.MEmagenta4_NEU	2.00E-16	0.826
MetaB.MEskyblue1_HostT.MEmaroon2_NEU	2.00E-16	0.859
MetaB.MEskyblue1_HostT.MEmaroon3_NEU	0.006	0.3131
MetaB.MEskyblue1_HostT.MEmoccasin_NEU	2.00E-16	0.871
MetaB.MEskyblue1_HostT.MEnavajowhite1_NEU	2.00E-16	0.76
MetaB.MEskyblue1_HostT.MEnavajowhite4_NEU	0.002	0.457
MetaB.MEskyblue1_HostT.MEoldlace_NEU	2.00E-16	0.719
MetaB.MEskyblue1_HostT.MEorange_NEU	0.292	0.0588
MetaB.MEskyblue1_HostT.MEorange4_NEU	0.002	0.3422
MetaB.MEskyblue1_HostT.MEorangered_NEU	2.00E-16	0.511
MetaB.MEskyblue1_HostT.MEorangered4_NEU	0.008	0.42
MetaB.MEskyblue1_HostT.MEorchid4_NEU	2.00E-16	0.537
MetaB.MEskyblue1_HostT.MEpalegreen3_NEU	2.00E-16	0.706
MetaB.MEskyblue1_HostT.MEpaleturquoise_NEU	0.37	0.0443
MetaB.MEskyblue1_HostT.MEpaleturquoise4_NEU	2.00E-16	0.3484
MetaB.MEskyblue1_HostT.MEpink1_NEU	2.00E-16	0.379
MetaB.MEskyblue1_HostT.MEpink3_NEU	2.00E-16	0.3141
MetaB.MEskyblue1_HostT.MEplum4_NEU	0.006	0.279
MetaB.MEskyblue1_HostT.MEpurple_NEU	2.00E-16	0.581
MetaB.MEskyblue1_HostT.MEpurple2_NEU	2.00E-16	0.591
MetaB.MEskyblue1_HostT.MEred_NEU	2.00E-16	0.43
MetaB.MEskyblue1_HostT.MEred3_NEU	0.43	-0.0371
MetaB.MEskyblue1_HostT.MEred4_NEU	0.002	0.627
MetaB.MEskyblue1_HostT.MErosybrown1_NEU	2.00E-16	0.565
MetaB.MEskyblue1_HostT.MEroyalblue4_NEU	0.006	0.26
MetaB.MEskyblue1_HostT.MEsaddlebrown.1_NEU	2.00E-16	0.904
MetaB.MEskyblue1_HostT.MEsalmon2_NEU	2.00E-16	0.682
MetaB.MEskyblue1_HostT.MEseagreen2_NEU	0.278	0.108
MetaB.MEskyblue1_HostT.MEsienna1_NEU	2.00E-16	0.539
MetaB.MEskyblue1_HostT.MEsienna2_NEU	2.00E-16	0.645
MetaB.MEskyblue1_HostT.MEsienna3_NEU	0.006	0.564
MetaB.MEskyblue1_HostT.MEskyblue2_NEU	0.002	0.48
MetaB.MEskyblue1_HostT.MEskyblue3.1_NEU	0.022	0.2357
MetaB.MEskyblue1_HostT.MEslateblue2_NEU	2.00E-16	0.426
MetaB.MEskyblue1_HostT.MEsteelblue1_NEU	2.00E-16	0.379
MetaB.MEskyblue1_HostT.MEsteelblue4_NEU	0.002	0.3504
MetaB.MEskyblue1_HostT.MEtan.1_NEU	0.002	0.495
MetaB.MEskyblue1_HostT.MEtan4_NEU	0.016	0.3417
MetaB.MEskyblue1_HostT.MEthistle4_NEU	0.004	0.437
MetaB.MEskyblue1_HostT.MEturquoise_NEU	2.00E-16	0.694
MetaB.MEskyblue1_HostT.MEwhite_NEU	0.068	0.3393
MetaB.MEskyblue1_HostT.MEyellow_NEU	2.00E-16	0.645
MetaB.MEskyblue1_HostT.MEyellow2_NEU	0.004	0.515
MetaB.MEskyblue3_HostT.MEbisque4_NEU	2.00E-16	1.346
MetaB.MEskyblue3_HostT.MEblue2_NEU	2.00E-16	1.087
MetaB.MEskyblue3_HostT.MEblueviolet_NEU	2.00E-16	1.071
MetaB.MEskyblue3_HostT.MEbrown_NEU	2.00E-16	1.272
MetaB.MEskyblue3_HostT.MEbrown3_NEU	2.00E-16	0.856
MetaB.MEskyblue3_HostT.MEchocolate2_NEU	2.00E-16	0.667
MetaB.MEskyblue3_HostT.MEchocolate4_NEU	2.00E-16	0.606
MetaB.MEskyblue3_HostT.MEcoral_NEU	2.00E-16	0.542
MetaB.MEskyblue3_HostT.MEcyan_NEU	2.00E-16	0.998
MetaB.MEskyblue3_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.367
MetaB.MEskyblue3_HostT.MEdarkgreen_NEU	2.00E-16	0.831
MetaB.MEskyblue3_HostT.MEdarkgrey.1_NEU	0.002	0.367
MetaB.MEskyblue3_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.937
MetaB.MEskyblue3_HostT.MEdarkmagenta_NEU	0.02	0.2681
MetaB.MEskyblue3_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.428
MetaB.MEskyblue3_HostT.MEdarkorange2_NEU	2.00E-16	0.985
MetaB.MEskyblue3_HostT.MEdarkorchid1_NEU	2.00E-16	0.823
MetaB.MEskyblue3_HostT.MEdarkorchid2_NEU	0.002	0.732
MetaB.MEskyblue3_HostT.MEdarksalmon_NEU	0.058	0.3762
MetaB.MEskyblue3_HostT.MEdarkseagreen2_NEU	0.004	0.53
MetaB.MEskyblue3_HostT.MEdarkviolet_NEU	2.00E-16	0.978
MetaB.MEskyblue3_HostT.MEdeeppink_NEU	2.00E-16	0.621
MetaB.MEskyblue3_HostT.MEdeeppink3_NEU	2.00E-16	1.088
MetaB.MEskyblue3_HostT.MEdodgerblue1_NEU	0.91	0.00663
MetaB.MEskyblue3_HostT.MEdodgerblue4_NEU	2.00E-16	0.561
MetaB.MEskyblue3_HostT.MEfirebrick3_NEU	2.00E-16	1.083
MetaB.MEskyblue3_HostT.MEfirebrick4_NEU	2.00E-16	0.857
MetaB.MEskyblue3_HostT.MEfloralwhite_NEU	0.002	0.636
MetaB.MEskyblue3_HostT.MEgold_NEU	2.00E-16	0.897
MetaB.MEskyblue3_HostT.MEgold1_NEU	2.00E-16	0.771
MetaB.MEskyblue3_HostT.MEgreen2_NEU	2.00E-16	1.3
MetaB.MEskyblue3_HostT.MEgreen4_NEU	2.00E-16	1.254
MetaB.MEskyblue3_HostT.MEgreenyellow.1_NEU	0.378	0.118
MetaB.MEskyblue3_HostT.MEgreenyellow_NEU	2.00E-16	0.632
MetaB.MEskyblue3_HostT.MEhoneydew1_NEU	0.006	0.631
MetaB.MEskyblue3_HostT.MEhoneydew2_NEU	2.00E-16	1.067
MetaB.MEskyblue3_HostT.MEhoneydew3_NEU	2.00E-16	0.744
MetaB.MEskyblue3_HostT.MEhotpink1_NEU	0.014	0.622
MetaB.MEskyblue3_HostT.MEhotpink2_NEU	2.00E-16	1.171
MetaB.MEskyblue3_HostT.MElavender_NEU	0.082	0.3108
MetaB.MEskyblue3_HostT.MElavenderblush2_NEU	0.018	0.4624
