#NAME	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K147V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	1040V4	J095V4	1107V4	X003V4	1004V4	X004V4	S106V8	S099V8	C220V8	C402V8	C422V8	K054V0	K055V0	K057V0	K060V0	K194V0	K003V4	K005V4	K019V4	K037V4	C532V8
MBL	3.597906059	3.702770859	3.678604286	3.60834242	3.652031586	3.77785795	3.738094972	3.666861934	3.701986888	3.592239891	3.617600186	3.752051243	3.77766941	3.783015586	3.905717098	3.71816303	3.728315449	3.791565163	3.748408285	3.74673219	3.107965913	3.715403429	3.701611061	3.767233933	3.681348866	3.67965777	3.761737582	3.753035028	3.923980331	3.666874051	3.695003346	3.650764554	3.656496638	3.761442709	3.739483286	3.617737918	3.790226328	3.747864409	3.75723788	3.8310784	3.777992403	3.834548399	3.77877436	3.748348456	3.815884476	3.751328925	3.787422908	3.71772314	3.761262098	3.616987423	3.710807175	3.651216861	3.614283581	3.749633194	3.824606284	3.778575508	3.749696	3.721285955	3.707821408
Neprilysin	3.519451849	3.720673281	3.235127828	3.00324661	3.158651698	3.801057179	3.016064654	3.297846981	3.838917774	2.756855668	3.299142455	2.977414098	3.428615502	4.021543209	5.31563314	4.019246324	3.845737092	3.765468921	4.055591635	3.823298426	4.993291236	3.713452142	3.285947415	3.426015496	3.861230187	4.152897839	4.037543607	3.231075448	5.562021026	3.222393579	2.976256594	3.355797282	4.340500222	3.527432713	3.308154123	3.30651847	4.123988722	2.09539991	4.152860158	4.03564131	3.329437048	3.077829448	3.58249158	2.888842168	3.818828691	3.951355023	3.052121953	3.81599494	3.894377344	3.396378647	3.238264508	3.624071173	3.295259608	4.66674321	4.170791998	3.972713052	3.54291754	3.798619131	3.72414325
Notch-1	2.945239929	2.988605772	2.988494168	3.061295863	3.095508923	3.167943906	2.948158136	3.125007008	2.936144571	2.8588634	2.788899739	2.861099504	3.149018912	3.044530587	2.948153471	3.081443814	3.23275557	3.355453241	3.387497921	2.663851837	2.884211849	3.14142078	3.108682905	2.984894754	2.901123781	3.114884997	3.35243985	2.691319096	3.041306064	3.293780683	2.951456372	2.829022117	3.450049401	2.941827714	3.084478594	3.080940371	3.287090458	2.798325433	3.100051571	3.108106335	2.95920347	3.105411004	3.325251178	2.90094769	3.405732695	3.119927197	2.914438552	2.908622818	3.069066474	3.2370522	2.828233819	2.928359652	3.025005215	3.662771871	3.249466404	3.136455639	2.920176891	2.876149049	2.978221409
NOV	3.777409235	3.947039179	3.953420505	3.953170916	3.925746955	3.983916484	3.871996952	3.88309418	3.766939573	3.677452361	3.830177929	3.498878043	3.874099362	3.833830158	4.227447651	3.872965643	3.89121536	3.850013433	3.831709613	3.949726635	4.070855988	3.833066564	3.898571722	3.842336808	3.879803432	3.92088358	3.997762711	3.60685081	4.389844771	3.832713387	3.686032965	3.733813763	3.958963101	3.702836788	3.724705588	3.752677446	3.966837355	3.786764745	3.863916072	3.998459197	3.931806211	3.694486257	3.775240396	3.774548616	4.022442874	3.881251016	3.893006182	3.857965684	3.809354494	3.812466606	3.750857145	3.701280058	3.789792352	3.915778593	3.94470461	3.829611833	3.813070484	3.833957271	3.852023278
Osteoactivin	3.638440542	3.725679007	3.74201088	3.717390484	3.610666731	3.78088692	3.731199681	3.59898953	4.00516862	3.480537601	3.620652059	3.309193796	3.695585287	3.827308525	4.440358617	4.101849571	3.837184665	3.733574839	3.831260122	3.7698501	4.233981873	3.87868216	3.755030911	3.797138102	3.829062119	3.775257933	3.949648405	3.768329769	4.528691575	3.479076854	3.668800121	3.646949786	3.923248352	3.634142507	3.642219507	3.579344614	3.835091772	3.665634556	3.729983164	3.873642221	3.725143531	3.599442975	3.812644128	3.686474531	3.864046113	3.905417404	3.806764969	3.814745966	3.719477194	3.426834843	3.575674507	3.597091566	3.555241694	4.072737916	3.988770238	3.667776525	3.775400561	3.690231565	3.825651534
PD-1	1.40931015	2.765105049	1.98985893	0.59477365	1.457992526	2.541023858	1.802962876	2.047654219	2.116228899	1.437783804	1.960194987	1.732077939	2.095343038	2.7412166	3.668765465	2.854050866	2.996507237	2.663065489	1.990076171	2.620363517	4.291709014	2.523416886	1.733889621	1.858108676	2.710186862	2.260328827	2.450556509	0	4.560243627	1.687334755	0.761438415	1.602468229	3.692717687	2.185062122	0.716018476	2.079842441	3.293107101	1.089052604	2.210053921	2.553835873	2.204498668	1.315880198	2.29928065	1.715256124	3.002910158	2.946825774	2.328807435	2.822694111	1.724211511	2.113818044	1.917428321	2.349853259	1.744014111	3.067766269	3.862876706	2.312107787	1.956964096	2.545002507	1.771139803
PGRP-S	3.554761414	3.484027894	3.648829717	3.513639821	3.546024363	3.637631285	3.585976871	3.561538854	3.586421585	3.450793357	3.543963958	3.521831433	3.62985929	3.628464057	3.700745565	3.62852628	3.629004141	3.635491463	3.601227891	3.612614586	3.689678526	3.637543171	3.601276793	3.677070032	3.588006874	3.533655214	3.605552981	2.08944147	3.641804776	3.551330015	3.515829607	3.532268005	3.569981848	3.503284606	3.442966396	3.506486166	3.645968181	3.563982811	3.615680462	3.690998577	3.63020025	3.608894031	3.661422472	3.635353819	3.678006324	3.5946793	3.647486597	3.616831848	3.582748782	3.544262255	3.534334714	3.54587505	3.285839402	3.596994564	3.689877545	3.604375562	3.64921914	3.649606573	3.627388903
Serpin A4	3.86630539	3.976299381	3.809652584	3.947636603	3.955987186	4.024358446	3.977418688	3.965572543	3.95491007	3.870474373	3.86560752	4.066390129	4.022610299	4.022885336	4.046555495	4.030755941	4.043532675	3.987309688	3.997874571	4.009897783	4.085552952	4.026874417	3.993439606	3.814613573	4.025926227	4.017634854	4.087000083	4.047940098	3.969323413	3.958852312	3.967389282	3.978653097	3.968134184	3.99604933	4.001495176	3.928468127	4.023180796	3.94863419	4.065180161	4.085574247	4.065740324	4.093340857	4.082814338	4.108759579	4.002458322	4.087974356	4.036862601	3.9832652	4.009581061	3.899039734	3.935109655	3.749421597	3.885230855	3.936525026	4.085571564	4.032804389	4.029912778	4.075120742	4.06142482
sFRP-3	3.213200358	4.345282212	4.706596751	4.181467957	4.702623842	4.326216841	3.889230058	4.354027455	4.56506286	4.340355852	4.201686477	4.621888067	3.982988263	4.085927606	4.568766094	4.502554337	4.479343495	4.838897839	5.224629449	4.13336086	3.850918305	4.243288936	4.107887361	4.064345702	4.205636236	3.828325948	4.604488391	4.212833566	3.718331468	4.737384243	4.185939496	4.235366682	5.197325092	3.738963159	4.240998619	3.888038593	4.383109092	4.056964975	4.139858087	4.842581395	4.398124491	4.30189469	4.243793981	4.153615244	4.414625708	4.724769739	4.45391338	4.46401566	4.556725245	4.478633434	4.37140265	0	0	5.638461952	4.730869308	4.606806011	4.311132258	3.793509962	4.112208722
Thrombomodulin	2.577566375	2.980244164	3.318090436	3.559258249	3.350172661	3.364096753	3.491257266	3.434392459	2.877589017	2.948359997	2.346909746	3.28827116	3.398446461	3.130851722	3.166519555	2.959905165	3.387428117	3.035126143	2.861901168	2.983838425	3.042151525	3.165865071	3.213119779	3.158298961	2.593376606	2.886736029	3.010185295	2.732747726	3.1400778	3.142229937	2.922987267	2.986572917	3.207440883	3.087219171	3.02765553	2.81620493	3.354335249	3.047116312	2.975780047	3.15168587	3.130029163	2.763408498	3.151407538	3.128537737	3.222183819	3.159152765	2.930508466	2.887180666	2.463409903	3.155388812	2.906347806	2.607040762	2.695077863	3.303445509	3.329105123	2.930569595	2.976646643	3.035862812	3.031241513
TLR2	3.050485078	3.61252091	3.321389768	2.542562369	2.631660485	3.552205527	3.075235741	2.929330148	3.932779916	2.173112563	3.064506349	1.519554043	3.202428493	3.809939787	5.29283575	4.330583089	3.694732558	3.461212766	3.190223825	3.395333322	5.035996196	3.531590954	2.654197031	3.717718123	3.571374133	3.541771473	3.695251655	2.470781747	5.434495345	2.758240349	2.728495937	3.118102798	4.499557322	3.387571265	2.858236189	3.190850154	3.901826922	2.469609642	3.331346138	3.979044005	3.188727019	2.868505021	3.820301076	2.932200072	3.78235695	3.813423929	3.324389543	4.048672489	3.451977356	3.097979214	3.084243477	3.406890435	2.611104292	4.66686652	4.540972874	3.466130477	3.263964638	3.297355977	3.11725671
TRAIL R1	0	3.469908704	3.397492806	2.634564938	2.693660519	3.43168484	3.184752064	3.277485667	3.403677891	2.744741083	3.410298366	3.689788006	3.250716917	3.283619508	3.5334606	3.399971729	3.400794888	3.487207861	4.093257955	0	4.657804015	3.631603342	3.577774614	3.7194615	3.496864923	2.798980052	3.379111959	3.557559435	3.1567133	3.42942217	3.054814242	3.248086983	4.150890029	2.616821742	2.991844428	2.694625163	3.24408252	3.127728202	3.223829908	3.679916796	3.224334203	3.146806823	2.957407671	3.011475677	3.480500136	3.291252497	3.526954572	4.450674616	0	2.952768405	3.012290339	0	0	4.081885852	4.307002434	3.510182476	3.615683085	3.105465757	3.425485561
Transferrin	4.095290663	4.199681257	4.147431952	4.072992862	4.195588221	4.229890017	4.213408072	4.149531476	4.187767986	3.996083465	4.121443515	4.05419029	4.216779007	4.209821725	4.228673761	4.186011508	4.21634388	4.102220661	4.110207423	4.094539202	4.208810057	4.222058385	4.124861887	4.238351976	4.211417615	4.138983173	4.294034559	4.269607601	4.171150925	4.126515904	4.07983478	4.075078469	4.125915974	4.161395636	4.111924169	4.096500304	4.23968501	4.132984215	4.192976314	4.305678895	4.212333271	4.194287956	4.20004777	4.292264149	4.279931084	4.122407267	4.421777515	3.845613726	3.700005417	4.082767847	4.197234284	3.76203055	4.070108743	4.190498886	4.205245723	4.134836883	3.984592493	4.169874291	4.2445554
WIF-1	3.239932689	3.674898841	3.40943318	3.563099194	3.361343569	3.279856414	3.734168345	3.682762899	3.583904801	3.53463654	3.455888093	3.533537701	3.679657089	3.640137195	3.626891887	3.475251111	3.687782321	3.625244765	3.864021619	3.784165613	4.443758988	3.772759721	3.765587499	3.583526685	3.648345261	3.605807469	3.592882262	3.723443716	3.686692791	3.687100974	3.544899638	3.500371005	4.057941947	3.695747378	3.6646366	3.601939763	3.756656827	3.652669262	3.717630008	3.710779747	3.689159816	3.46952875	3.691268982	3.388387192	3.113371842	3.395113545	3.687401817	3.46423486	3.444311876	3.39116828	3.446075081	3.262849772	3.463380801	3.93717613	3.630803013	3.409968946	3.361619779	3.260540643	3.371510324
AR	2.232923738	2.385302737	2.195098517	2.049412591	2.003443608	1.759131068	1.841584999	2.45359927	2.356141017	2.294264017	2.017309463	2.54870502	2.026926654	2.542127378	1.490018424	2.213480599	2.470573392	2.595258155	2.581149151	2.091976289	2.477170787	2.251349123	1.515731361	1.510972367	0	2.409593153	1.517866381	2.000997005	1.765858497	2.29896756	2.087823521	2.446324691	2.624569695	1.634147818	1.98240505	2.067898612	1.940063084	2.023332418	2.330029275	2.435187983	1.994937347	2.323989034	2.383815535	2.555170449	2.393678943	2.141690939	2.061506165	2.229944852	2.460428354	1.919500483	1.469574364	1.551493554	1.582176747	2.78093149	2.427518044	2.189990804	2.508735196	2.177057718	2.351924251
BDNF	2.484039534	2.612404798	2.774205543	2.143721028	2.598473293	2.637438123	2.634725221	2.721255034	2.56244976	2.662724745	2.763248292	2.483954143	2.566315802	2.447479168	2.535838099	2.521377387	2.553497115	2.576992751	2.556113224	2.488531227	2.425866757	2.331365769	2.529020577	2.72287577	2.544115078	2.61627372	2.710569025	2.556282268	2.423568325	2.62642072	2.733006779	2.637970835	2.777448827	2.747217435	2.715455415	2.720353215	2.917939691	2.701013224	2.70045445	2.770601404	2.550960155	2.756042044	2.413939419	2.645529756	2.542814105	2.597650003	2.516411802	2.408759073	2.577764071	2.604967165	2.515614369	2.611932174	2.266925036	2.672923749	2.699044107	2.891450313	2.867692086	2.74467037	2.73583733
bFGF	1.403744628	1.498829739	1.449780207	0.172533006	1.729013915	1.253470235	0.837995735	0.965969699	1.787782172	1.37827805	1.299430357	0.715946292	1.445080394	0	0.663366041	1.426771857	1.65060578	1.177151772	1.578183519	1.137765257	1.151554522	1.848282009	0.110528972	0.567146789	0	1.015617164	0.885408319	0.792417602	0.739935534	0.845703542	1.962614239	2.033044904	0.121978624	1.247471511	0.609404983	0.647858701	0.456981668	1.31523519	0.750923877	1.363729208	0.626166099	1.052165192	0.103735149	0.463427286	1.736463842	1.099893207	1.328654734	2.050618555	1.115867845	1.383399641	1.040329549	1.865640234	1.182504336	1.632527523	1.27908877	1.738819001	1.781171492	1.15914691	1.33301912
BMP-4	0	2.8296227	0	0	0	0	0	0	0	0	2.612426066	0.099090412	0	2.012807594	0	2.849071043	0	0	0	0	0	0	0	0	0	0	0	0	0	2.377416163	0	0	0	0	0	0	0	0	2.105832995	3.434463202	1.879138406	0	0	0	3.267803811	0	2.570244691	2.858402225	3.075312395	0	2.13526554	0	0	0	0	2.895087281	2.998541857	2.634136688	2.538664086
BMP-5	2.510171834	2.895765115	3.497613452	3.601867995	3.257747312	0	3.11473805	3.416154103	0	3.536250406	0	2.857176836	3.621686115	2.936931575	3.489001088	3.180554216	3.705273408	3.823858287	3.809247428	0	3.589851259	0	3.215527306	3.849029032	0	2.601593552	3.445655038	3.495378349	1.661497194	3.304511511	3.582702924	3.489947213	3.594213994	2.824675444	0	0	3.616845822	0	3.282270849	3.774404536	3.217978368	4.140912231	4.010488454	2.981206507	3.601896689	3.266419461	3.794556568	3.651722758	4.029381382	0	3.422127852	2.785467781	3.811791113	3.784867825	3.923360054	3.918087588	3.76729991	3.733417679	3.798498936
BMP-7	0	2.111468131	2.473634117	2.179835608	2.328379433	0.766223597	1.542748842	2.557951561	1.739733765	1.486947341	0	2.361902631	2.251352983	2.640138235	2.505147009	2.621083044	2.809725053	2.952154196	2.693138818	0	2.804205738	2.758947131	1.694935833	1.800457399	0	1.143235736	0	1.417668185	1.917721576	2.139211428	2.196078112	2.188751137	2.773548302	1.472407535	0	1.759152808	1.450510549	1.839523179	2.589018665	2.934720222	2.300825904	2.955496643	2.619337197	2.434927666	2.545855845	2.268904793	2.483340208	2.25597228	2.416748689	0	2.084242887	1.837055322	2.274546569	3.072797784	2.833388265	2.893128366	2.84360114	2.753195054	2.899726177
b-NGF	1.097019252	2.073204946	1.952778321	1.659201965	1.349510985	1.354992029	1.884643509	1.798850442	1.830125083	1.655196078	1.618392145	1.689898649	1.598352242	2.255233203	1.510593367	2.018151429	1.94442245	2.062865782	1.657406983	1.370900133	1.884171966	1.165697323	0.930869034	0.839152826	1.173341923	1.606203274	1.499692012	1.969074983	1.075639066	1.877754382	1.682505338	1.488581748	1.836807427	1.621961338	0.95954428	1.675031413	1.300414211	1.808805455	1.343053135	1.763270812	1.429164161	2.030639376	1.541211612	1.676780649	2.027968069	1.51559916	2.298177038	2.341262067	1.427902564	1.27770615	1.40188162	1.384823826	1.139150129	1.43035026	2.223202001	2.107783876	2.002932589	1.811817578	2.220643102
EGF	0.975963207	1.035755273	1.084251171	0.97786481	0.593351664	1.191846604	1.116482266	1.251650963	0.645257171	1.059631749	1.009931231	1.013335456	1.103736431	1.065234703	0.77874303	0.781284664	1.019106508	1.165805507	1.200174452	1.098261121	1.085330588	0.841176029	1.244556026	1.240327913	1.106388173	1.058348382	1.198486112	1.040781598	1.030212555	1.283951573	1.126516019	1.267466234	1.080550077	1.10447466	0.84772735	1.298671799	1.11975222	0.418451782	0.999299861	0.70399265	1.241944071	1.204618256	0.84473229	1.264132538	1.056516676	1.105664591	0.46504447	0.669364689	1.248676859	0.989904031	0.838905658	0.870599638	0.672530977	0.951022505	1.225901143	1.247995948	1.182294126	0.909553678	1.003175881
EGF R	3.828243654	3.853326562	3.867660192	3.836560917	3.826784982	3.857746404	3.823105258	3.782572379	3.805403311	3.772906026	3.790290315	3.75672974	3.731328776	3.734828944	3.901095877	3.74926088	3.788961771	3.791644454	3.804280962	3.816886743	3.819977572	3.785651895	3.831853204	3.847327093	3.744483375	3.759747578	3.766698774	3.755878506	3.88243157	3.76146624	3.801787259	3.823523554	3.772473536	3.811497637	3.76490777	3.80334411	3.84860932	3.772869048	3.810538659	3.784543994	3.758241358	3.876876289	3.89994582	3.917545562	3.795224847	3.762853563	3.786788287	3.769665119	3.801190389	3.84884064	3.82440725	3.840118847	3.827431691	3.8124768	3.93751998	3.896788309	3.822293652	3.8021975	3.768516917
EG-VEGF	1.579837965	1.536575935	1.861999491	1.379555615	1.319007879	1.469643459	1.566897751	1.618369074	1.944918076	1.108812051	1.937402858	1.937839275	1.774525739	1.365752374	1.398249141	1.636168712	2.05695133	1.720098637	2.021466334	1.058170472	2.124721682	1.717378041	1.633295004	1.290958776	1.069008576	1.806880926	1.727896475	1.972669697	0.845410538	1.469143352	1.728844611	1.497025868	1.918408577	1.277283382	1.300632373	1.391794118	1.678117487	1.532441373	1.968968532	1.662570483	0.967850744	1.634876258	1.625551721	1.733174893	1.720067363	1.785760867	2.131032913	1.915108527	1.815107493	1.241545501	0.981842422	1.205040734	1.506709205	2.14308954	2.109796938	1.859676851	1.698571328	1.708169198	1.866555341
FGF-4	2.702619169	3.145768601	3.276913688	2.554583349	3.224828234	2.873971962	3.331388119	3.323155309	2.88504524	3.274935586	3.263664389	2.978063637	2.727510562	2.910147039	2.906250269	3.378601072	3.628073594	3.436454613	3.280476766	2.816774271	3.400847574	2.979185548	2.696040796	2.404971607	2.60446095	3.276631996	2.80973218	3.026488003	3.013254142	3.03882987	3.258931003	3.408782827	3.465223544	3.076450328	2.84073398	3.067448308	3.015137051	3.137281165	3.19409932	3.236577356	3.168930916	3.405268728	3.180348762	3.922147973	3.308064171	3.166031073	3.074067201	3.189633009	3.079334896	2.547281884	3.094354952	2.797566135	2.363474585	3.359859467	3.399491538	3.150232053	3.393185785	2.961262238	3.306209915
FGF-7	1.581146985	2.385432697	2.719967603	2.519846528	2.162239655	1.997839034	1.720166679	2.727113675	2.271408126	2.151372123	2.183305066	2.304639003	2.331462771	2.305401155	1.996159597	2.625485613	2.545755997	2.738246841	2.456071983	2.321218829	2.958053264	1.879546576	2.614103597	0	1.195357981	2.73116166	2.24655026	2.348597062	2.312674246	2.699178181	2.209870262	2.199548777	2.70714329	2.231992139	1.881078825	1.984000511	2.46000869	2.679612699	1.735523561	2.890248525	2.360946352	2.340287845	2.189137801	2.133281041	2.522959185	2.285077335	2.580363278	2.394298085	2.343069165	2.237621722	2.255578365	1.706269416	1.764788328	2.807325477	3.17055029	2.433287647	2.684212324	2.250735627	2.736834346
GDF-15	2.530430237	2.28679667	2.143237579	2.587735876	2.366077637	2.56398021	2.497874971	2.422164907	2.459354173	2.221122834	2.633067435	2.298096002	2.393494381	2.426877847	2.636046387	2.43323164	2.487384007	2.131678693	2.382390629	2.316860791	2.470341931	2.659559613	2.247696246	2.308720963	2.435266159	1.87189439	2.459156887	2.206184719	2.432747504	2.10453498	2.317476416	1.97930236	2.385677537	2.277909762	2.281684671	2.140027702	2.258874146	2.401642032	2.423641285	2.402233809	2.492491857	2.57913526	2.653933184	2.745973009	2.519547104	2.282012519	2.563663687	2.330445025	2.200306334	2.351035928	2.490986348	2.475067414	2.551402275	2.273479346	2.568251756	2.360246932	2.100705147	2.229855259	2.356724368
GDNF	1.415247359	2.09688044	2.114030735	1.436612383	1.522271563	1.542417734	1.473071317	2.133648886	2.147778561	1.542341617	1.706310188	1.624069974	2.130783142	1.744464827	1.723589584	2.208350439	1.883587769	2.197235074	2.073996972	1.573688438	2.290282886	1.884730367	1.09909927	1.178485869	0.845339354	1.605691482	1.547315422	1.637431848	1.808248575	1.805196088	1.645820228	1.868489459	2.153234199	1.482151864	1.532096935	1.88197415	1.707053576	2.067699017	1.678767217	1.945818502	1.762173706	2.160454041	1.589258783	1.763800725	1.95098511	1.507583221	1.995537978	1.630670411	1.790910016	1.530252108	1.636993122	1.498060376	1.342266866	2.200543261	2.310234145	1.960512803	2.169189178	1.738065587	2.263145193
GH	2.646643805	3.425858432	2.238333634	2.283182381	1.931286492	2.711087568	2.066491184	2.538158647	2.683855948	2.343531048	3.249220336	2.647431151	1.832044062	2.225626409	2.617424323	2.542452615	2.444232492	2.302835424	3.188699891	2.19368339	2.516563297	3.182212903	1.967126661	2.988651366	1.883528449	1.881430414	2.175004168	2.199694129	2.691333727	1.912376314	3.460870399	2.437829115	2.089762709	1.635881741	2.345153206	1.765978258	2.561815695	2.856841078	2.258568707	2.301891829	2.217282443	2.613484865	2.546478194	2.454146925	2.582341485	1.918988408	3.045030999	1.942401865	2.562550616	2.36698054	1.92273865	1.783803412	2.375157826	2.644253324	2.172672403	2.134243854	2.837200534	1.840081962	2.203945984
HB-EGF	0	1.069590502	0	0	0	0.661156628	0	0	0	0	0	1.998525522	0	0	1.099377375	0	0.478527041	1.572676155	0.841856967	0.227078983	0.699224574	0.428945417	0	0.605804058	0	0.784452958	0.941950097	0.917811609	1.290720055	1.147207822	1.441868421	0.558888252	0.274673681	0	0	0	0.913244456	0.85388722	0	0	0.50263484	0	1.382840633	0	1.877854219	1.401026082	1.170092911	1.195483368	1.365805032	0	0	0	0	0	1.741763072	1.4587355	1.262093685	1.394150046	1.317076086
HGF	1.861456866	1.890712547	2.283204841	2.221566636	2.052330203	2.016718226	2.19930833	2.265396198	1.531028445	1.986610474	1.985994827	1.912140602	2.119615429	2.074508634	2.093721692	1.980842851	2.240654467	2.237755972	2.427935715	2.352858362	2.324503869	2.076595843	2.139957225	1.918529385	1.972503485	1.990264599	2.257386323	2.006548456	2.3228883	2.155131487	2.091857338	2.239591297	2.51901788	2.171456408	2.213653392	2.169595235	2.168162339	2.089698907	2.126607958	2.195177342	2.189156733	2.193643339	2.138029447	2.272996334	2.289417724	2.198208004	2.164079157	2.299763138	2.185749399	2.138091318	2.239039011	2.326477001	2.092274313	2.502054331	2.276584146	2.056626033	2.307225683	2.296943907	2.23476041
IGFBP-1	3.299666246	3.222063846	3.27203829	3.222469355	3.206707332	3.093124727	3.293879705	3.178039811	2.855775775	3.256113866	3.284821771	3.237294522	3.043897033	3.093698013	3.225929324	3.247951954	3.243990314	2.712463606	3.296974875	3.149654759	3.235592182	3.327459997	3.209670859	3.11890293	3.135086074	2.949978084	3.241364633	3.122786279	3.272647783	3.216684971	3.299553895	3.280456739	3.219548567	2.824178671	2.889668326	3.124538656	3.255654092	3.270189412	3.154198247	2.815476307	3.256694487	3.306969745	3.342807929	3.349919386	3.301358538	3.195283638	3.261109788	3.214467397	3.049483256	3.295416694	2.913765897	2.455702767	3.104684818	2.985862049	3.35197655	2.657799808	2.920096177	2.838669398	3.066201454
IGFBP-2	4.363191087	4.2439928	4.374459503	4.312052241	4.241451162	4.312832443	4.36896482	4.180936943	4.239109725	4.17053567	4.294707395	4.327436714	4.254724639	4.255695189	4.177452694	4.247755378	4.317794287	4.232728428	4.305924988	4.29800132	4.214661722	4.255384614	4.241629635	4.229792712	4.143109654	4.177008796	4.167793334	4.240964428	4.212788407	4.212879956	4.267091839	4.163964828	4.174218757	4.16640892	4.220993421	4.18542015	4.244232615	4.188813092	4.178784553	4.186829099	4.229495887	4.392650402	4.373529695	4.446060424	4.284257272	4.233436402	4.281446809	4.26368568	4.168368575	4.294826443	4.349343052	4.295359642	4.286163945	4.263417629	4.387343884	4.28580792	4.259967113	4.194570045	4.234610407
IGFBP-3	5.232029537	5.302955445	5.376186089	5.339728138	5.231384093	5.343506943	5.352351788	5.346583825	5.139981507	5.260889361	5.394158892	5.232896293	5.273897701	5.233889533	5.291496913	4.785460282	5.236339065	5.24243607	5.284522696	5.391656646	5.312529565	5.301725412	5.109757887	5.302029279	5.295123217	5.275771908	5.31073726	5.22178064	5.221896342	4.845261294	5.362900403	5.233159269	5.256487827	5.11393222	5.068852815	5.11408798	4.93167746	5.212989035	5.123245825	5.094995664	5.29103415	5.40509812	5.205557502	5.489269049	5.309120056	4.791738552	5.556946838	5.302302915	5.118260996	5.295569573	5.135518012	5.266414307	5.269325536	5.124497954	5.427352662	5.314035527	5.198761013	5.308877741	5.2098702
IGFBP-4	4.82561433	5.171017439	4.914371744	4.654083943	4.576031428	4.622542549	5.555198784	4.768676072	4.616651461	4.77124245	4.807763693	4.842382789	4.671611471	4.662075814	4.614477378	4.723456663	4.6854512	4.593368579	5.842403073	5.273543626	4.648831556	4.190423559	4.691456564	4.196691225	4.001584241	5.536620623	4.441266338	4.508694842	4.395683041	4.514841753	4.819395578	5.388704217	5.664760554	4.508031256	4.437551157	4.516904864	5.045220077	5.124931807	4.570727981	4.633322853	4.827070733	4.816364194	4.276051188	5.645449976	4.850543827	4.918334926	5.0522478	4.918365463	5.20444801	4.555765891	4.591735845	4.638659526	4.606475802	4.82416454	4.558874243	4.451996435	4.660529152	4.601404976	4.639947867
IGFBP-6	4.698814341	4.582968713	4.62406547	4.539192338	4.578915568	4.560440256	4.701912075	4.610858851	4.600097697	4.51403147	4.63842749	4.65466178	4.555244106	4.587891593	4.651470764	4.566741145	4.564301257	4.557570068	4.610284339	4.65350727	4.615147438	4.676660594	4.601299311	4.551403121	4.489773387	4.497281758	4.528484089	4.538597162	4.581998963	4.54344076	4.562011003	4.579778029	4.532329595	4.558329399	4.594719622	4.480808964	4.574156601	4.459781711	4.520944207	4.593604058	4.555563733	4.693118798	4.687803777	4.736989218	4.635033046	4.591836355	4.626512705	4.561712993	4.512589842	4.598893309	4.629253104	4.588751307	4.646244593	4.546785576	4.677818803	4.537469646	4.678262264	4.550351274	4.563447811
IGF-1	1.319609639	1.970054907	2.480733643	1.656701142	0.925719378	1.500524199	1.991748541	2.454068571	1.086037362	0	2.060249633	1.679457446	0.704588962	0	0.80705147	2.283886207	1.754454604	2.4463148	2.002108484	1.299453166	2.601081234	0	0	1.113188578	0	1.563254927	0.831746758	1.419219986	1.848100075	1.688514535	2.197652063	1.800722921	2.402311272	1.64957013	1.815957295	1.586763136	1.895697777	1.435638986	0	1.595254476	1.686301941	2.522202642	2.131450178	2.099914714	2.13818739	2.038460209	1.840262364	1.634301456	1.238475586	0	1.553177288	1.626426683	1.264387999	2.445632813	2.650990329	2.079449691	2.47271815	1.916059442	2.15957345
Insulin	2.962596617	2.997993241	2.855310651	2.805032112	2.93191548	2.969139784	2.969257433	2.973663365	2.620712193	2.871928883	3.023123625	2.716250551	3.211415558	2.935157567	2.593874785	2.708735488	2.996086992	3.099750955	3.223459473	2.623177015	3.011725175	2.824809861	3.09437613	3.002230558	3.151806144	3.38574951	3.45977285	3.251717117	2.98688047	3.251283473	3.206009248	3.400650436	3.246123755	3.049712718	2.93268908	3.284583576	3.278904696	2.684660442	2.9331565	3.096940862	3.420667434	3.132287728	2.823566556	3.123420504	3.341860162	3.062920254	2.741453562	3.044948134	3.214284106	2.759782844	2.61537013	2.644878355	2.617021496	2.963402132	3.125801976	3.214267933	3.276974228	3.057287862	3.017885077
MCSF R	4.308671263	4.215927091	4.341590384	4.228477139	4.261659559	4.299364542	4.339580346	4.25292407	4.231879731	4.188728177	4.24672355	4.256108128	4.195565941	4.270476072	4.231257916	4.258666895	4.259324677	4.282693013	4.268579213	4.27978836	4.338717144	4.269780423	4.264887001	4.136539832	4.183107439	4.22145991	4.235844678	4.229387092	4.255969535	4.183038632	4.260086967	4.278503735	4.256193508	4.246439359	4.248736059	4.220459103	4.276392361	4.195275914	4.157900313	4.242227841	4.145548388	4.418268777	4.407209479	4.325057982	4.33474611	4.232170958	4.294113371	4.227545489	4.137365926	4.277261546	4.337221046	4.303052653	4.255019033	4.231540372	4.435783845	4.266403271	4.351883316	4.190782179	4.261106582
