#NAME	1004V4	1040V4	1107V4	C220V8	C402V8	C422V8	J095V4	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K147V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	S099V8	S106V8	X003V4	X004V4	C532V8	K003V4	K005V4	K019V4	K037V4	K054V0	K055V0	K057V0	K060V0	K194V0
IGF-1R	0	0	0	0	9.677573811	0	0	0	0	0	0	0	0	0	0	10.54621495	11.56347776	0	10.75255428	0	0	0	0	0	0	0	11.32368249	0	0	0	0	0	0	0	0	9.527681708	11.79946368	11.17400478	0	12.56231628	10.93727509	0	0	0	12.48951576	0	0	0	0	0	14.29929806	0	0	0	0	0	0	0	0
IL-1 RII	0	0	0	11.15471617	0	0	0	0	0	8.241150126	8.370614164	0	0	7.325942744	0	8.727121239	5.979535585	0	8.447216488	0	8.923830484	9.275671526	0	0	0	0	7.431522571	9.358278463	10.70266769	0	6.590474295	0	0	0	0	10.32633444	0	10.98644459	0	10.56335686	8.580751553	0	0	0	0	0	0	4.324566389	3.554862142	0	7.461714668	9.633321567	0	9.178203324	0	0	0	7.558812794	8.515215528
IL-3	0	0	6.570590807	7.899703621	7.665719808	0	0	0	0	0	7.191049189	0	0	0	4.929961591	7.704083248	6.913796851	0	7.018266057	0	7.171413301	0	0	0	0	4.822835862	8.699352076	0	0	5.942430039	3.110239959	0	6.329133633	6.095461516	0	7.458344094	9.816234681	8.67508274	6.31299016	10.16307548	8.509235259	4.050673341	0	0	6.7774608	0	6.707283	0	0	0	8.435615776	0	8.071823047	0	0	0	0	6.207095661	8.21033691
IL-18 Rb	0	0	0	0	5.856961525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.371969257	0	7.723070065	0	0	0	0	0	0	0	0	0	0	11.17247747	0	0	4.970903743	0	0	0	0	0
IL-21	0	0	0	0	9.535299304	0	0	0	0	0	0	0	0	0	8.825704408	8.915047765	6.842664287	0	0	0	0	0	0	0	0	0	9.129120374	0	0	0	8.239116731	0	0	0	0	8.385142435	9.96797032	0	0	9.728381049	0	0	0	0	6.256818421	0	0	0	0	0	13.26556253	0	0	7.718994898	0	0	0	5.500703423	8.776485838
Leptin	0	0	3.865691882	0	5.615513555	0	0	0	0	0	3.26830004	0	0	0	0	5.165750794	0	0	0	0	0	0	0	0	0	0	1.565204043	0	0	0	0	0	0	0.116445075	0	0	2.162867383	0	0	7.347956865	5.092281413	0	0	0	0	0	0	0	0	0	7.790004785	0	4.00936619	0	0	0	0	0	5.683396771
MMP-1	9.654144931	8.812282018	8.515110468	14.85281217	11.45146317	0	8.636828122	8.038132872	11.3953432	10.91889969	12.85702001	0	9.069405718	13.89966057	6.792575525	11.26881811	13.80020334	10.14455801	12.20342839	0	13.23594125	10.64788669	10.01000913	0	0	9.90292564	12.51152517	10.41679679	12.35408415	7.367553541	0	11.7085567	11.14163961	12.58142914	9.261734583	12.09976449	12.78489905	13.89603079	8.586561932	13.79711097	13.78706567	8.752476028	8.730494126	8.803000709	10.1298615	10.45845444	8.13522145	10.79129278	12.81957766	9.741507019	9.727877935	3.26319915	11.36886773	9.479920386	0	5.954338779	10.89138972	7.492114371	9.087451439
MMP-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.694686753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9134442	0	0	0	0	0	0	0	12.11071919
MMP-3	0	0	0	6.339306399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.925857805	0	0	0	0	0	0	0	0	0	0	8.423435554	0	0	0	0	0	0	0	0
MMP-8	12.69342753	12.85457424	12.29301903	13.92868071	13.33001624	13.55115405	12.62723618	13.44083946	13.21894	13.25769861	13.39194878	13.14144379	13.11947962	13.47018249	13.32350352	13.75688709	13.54167145	13.45397647	13.5294539	13.03882356	13.36349692	13.2863632	13.5467448	12.74231586	13.57465703	13.02332331	12.31404227	13.5012313	13.8488865	13.14494995	13.05823892	12.99186855	13.15073102	13.43274249	12.96015412	13.34010951	13.26852541	13.7841354	13.08953901	13.68239296	13.71030151	13.2895384	13.19421682	12.77695601	13.66361071	13.43175621	13.50386373	12.92838741	13.26087151	13.04258897	13.02405351	13.346813	13.44232177	12.91245467	13.29820814	13.22561493	13.15886838	13.16687145	13.51523414
MMP-9	12.71081802	12.4912183	11.30689261	14.78493363	13.33423523	13.52796668	12.3106893	13.44661959	13.87299353	13.9933805	14.00638462	13.46454428	12.55127102	14.02698068	13.50819514	14.37592755	14.18419247	13.58170535	14.11639899	13.49450444	14.11451557	13.89478788	14.10503077	12.79686701	13.78386507	13.33742405	14.71096156	14.06140964	14.42722284	13.07831231	13.08210018	12.92410781	13.37439384	13.95943512	13.19798912	14.15470153	15.35422999	14.42861576	12.73923974	14.45634525	14.41839672	13.67255452	12.94571637	12.44633615	14.88802347	13.49574018	13.80604321	12.62579659	14.18626664	13.46928955	12.8354698	13.62027361	13.69584797	13.03947311	12.86108872	13.35295905	13.68072044	13.70940619	14.08827121
MMP-10	10.6104434	7.38680315	10.52867961	0	10.31800953	7.905790951	8.245841912	9.236943745	5.173895501	0	8.977009066	4.507586602	10.42552107	0	10.07813107	7.549650719	5.172251356	10.87566659	5.00638533	6.427536687	4.547858632	0	9.095836962	8.38720635	0	11.5588281	0	9.866710264	0	9.399782123	11.04054818	11.27500637	11.47317011	9.755320023	9.683823572	2.142317955	0	7.560175988	10.21248061	9.45573396	3.260679002	10.3080125	7.576240256	7.504691914	0	11.7941901	10.88819368	10.8953337	0	11.05813554	11.93246015	9.937807472	10.76733828	11.79371405	9.060931748	10.85743205	11.39862326	9.625690054	9.593318233
MMP-13	0	0	5.54701255	9.485928209	9.131346381	6.511252954	0	10.64851827	10.18505792	6.54419491	9.768839179	0	9.315515705	7.166710886	8.685158255	11.44582306	8.971848772	8.45640254	9.766746958	6.790958061	8.734396641	9.911221525	12.40839674	5.496732053	0	8.651150004	10.74826245	9.904849686	9.121605484	6.346065617	7.14332976	6.406786571	9.17600848	9.619381314	7.561981004	10.66862787	11.8537633	10.95730855	5.010570797	11.09747543	9.612966388	6.556139136	8.675829158	0	11.99550892	9.682193703	8.473910385	7.773277203	10.40914752	6.238552609	12.35216849	0	10.00979217	0	8.127511756	7.450473484	8.277773298	8.4389819	10.89291049
NCAM-1	0	0	0	0	7.412037431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.653334001	0	0	0	0	10.04488853	0	0	0	0	0	0	6.095276247	0	0	0	0	0	0	0	0	0	0	11.88119645	0	0	0	0	0	0	0	0
Nidogen-1	10.27062815	9.90230656	10.32166701	12.1074944	11.29648676	10.35590119	10.06966512	10.5640783	11.09014628	11.21174044	12.04905674	10.56142534	10.64229107	10.8597441	10.93724244	10.24030613	11.31054036	10.82013006	11.50922787	10.49022195	11.8368428	10.51125759	10.88749753	10.29930689	0	10.07002474	0	11.92283502	11.53015137	10.21123424	10.31168208	10.59033416	10.90680661	11.48757905	10.77127883	11.55871965	8.577042864	12.35263182	10.37047244	12.6036484	11.73147866	10.68721453	9.930494373	10.46256911	8.62288552	11.25889202	11.35318857	10.7591636	11.37548959	10.5273106	12.61191455	11.05933448	11.59575695	11.21564347	10.4976565	9.557617337	11.07146248	10.82239839	11.59827052
NSE	9.514716805	8.347898563	10.81903459	9.453506768	13.10227783	12.9027437	12.10528666	11.43936979	8.405436219	11.60264235	7.951154673	8.644231658	12.67309241	0	14.056403	14.41977633	9.40602287	12.01391999	13.62489592	12.05408906	11.19621435	11.98754043	13.39365484	10.95346506	0	13.31288376	0	14.40886573	14.32401048	11.37623415	12.03624663	13.0742595	12.25258763	12.81710332	11.00303549	13.90873019	10.08712985	14.54510974	11.86708682	14.22997782	12.0385431	13.17195583	11.91028889	11.76577469	6.461561391	14.51811221	12.09364701	12.33227832	0	11.65507689	14.00616144	6.836990792	14.58407846	11.34675471	10.07164141	12.17064512	12.03372828	13.36062374	14.51682866
OSM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.155820108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.640112578	0	0	0	0	0	0	0	0
Procalcitonin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.079379569	0	6.011938372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.326422381	0	7.235528684	0	0	0	0	0	0	0	0	0	0	0	0	9.223737261	0	0	0	0	0	0	0	4.561085583
Prolactin	0	0	0	0	11.60579477	0	0	0	0	0	0	0	0	0	0	11.36897454	0	0	0	0	0	0	0	0	0	0	0	11.43655688	0	0	0	0	0	0	0	0	0	0	0	12.49856138	0	0	0	0	8.81386851	0	0	0	0	0	13.45662272	0	10.18966428	0	0	0	0	0	0
PSA-free	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.711064283	5.818083535	0	0	0	0	0	0	0	0	0	0	4.968007015	0	0	0	0	0	0	0	0	4.505597217	6.563266903	0	0	5.764947061	4.48641414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.248696183
Siglec-9	0	0	0	9.627879654	0	0	0	0	0	0	7.664360883	0	0	0	0	6.873881607	0	3.597386682	6.286557298	0	8.087139626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.201688915	0	0	0	7.034892582	5.393738862	0	0	0	5.379683186	0	0	0	0	0	8.195148797	0	0	0	0	0	0	4.229189388	6.669616079
TACE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.87294824	0	0	0	0	0	0	0	0	0	0	10.34786761	0	0	0	0	0	0	0	0
Thyroglobulin	0	0	0	15.99870859	0	0	0	0	11.72350903	10.34468399	11.79140936	0	0	9.863015362	0	13.64800928	13.35479892	0	14.07207966	0	9.091419005	0	0	0	0	0	8.733718666	0	0	0	0	8.819521818	12.80441324	0	0	12.82966324	0	14.65424712	0	13.92747717	13.41315805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.02491754
TIMP-4	0	0	6.850082217	0	8.603871155	0	6.237729978	10.03683256	0	7.562126642	0	8.284803781	9.197002684	0	7.910126183	9.73428696	8.052465128	0	8.992724605	0	0	6.267650499	7.607980934	0	0	9.425695348	0	10.92618162	8.952603236	0	7.155092472	5.41222282	0	8.211632432	0	8.165072597	0	7.612100231	7.436973287	9.160580948	8.212151866	9.581908746	7.319159656	5.899240049	0	8.614130061	10.05648266	9.791634273	5.57478738	9.810437926	12.02270456	0	10.80253274	8.230352985	8.370738989	0	8.311747819	7.858515241	4.725307891
TSH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.513019272	6.668352784	0	0	0	0	0	0	0	0	0	0	0	0	0	7.840114212	0	0	0	0	0	0	0	0	9.673252909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.260911754
2B4	0	0	4.634276664	0	3.326676765	0	3.762123974	0	0	0	4.911542239	0	0	0	6.257594575	4.300491332	2.836466511	0	0	0	4.66562336	0	0	0	0	7.609532925	5.365970767	7.242760781	0	0	4.152684005	0	0	0	0	0	0	2.674797385	4.782184508	6.831826622	4.740049579	0	0	0	2.79300143	0	5.223151728	0	0	6.057522803	13.26709057	0	3.288601973	5.451194291	4.940088261	6.232327771	0	6.297188159	4.260405492
ADAM9	8.688387063	0	10.14521961	11.85580322	9.947942079	10.70480164	8.719362188	11.49921965	11.49584455	11.62353491	12.45877442	9.874735171	9.800030118	12.00615776	10.54567714	12.37314747	11.65980702	11.62728842	12.36439511	9.749447435	12.59951369	11.24300858	10.79231331	9.866294791	9.479762229	11.68699618	11.38044172	12.3417268	11.92772587	10.1288829	9.027899885	11.23309826	9.047115933	11.1290979	9.739409968	12.51981434	11.690898	12.1616831	9.982630223	11.18244354	13.2603264	7.274001628	11.1146466	9.114480975	11.06118249	10.15831258	8.42804544	10.37294996	11.64106384	11.03658559	15.06352786	8.978082713	9.794028733	9.890213335	10.91299685	10.6642557	9.988612798	11.04680215	10.71616001
ANG-2	5.818152351	0	6.207108946	0	6.88973534	4.862831505	5.895639843	4.609677298	3.708430748	4.343318864	8.004415038	3.327494403	6.026510537	0	1.899664267	5.260525946	5.260858824	0	0	4.783809222	4.578287805	0	0	6.216816755	0	6.271646132	7.604918293	5.914510905	0	5.817367398	4.561496261	0	0	0	4.9192868	0	5.389930748	3.9645202	5.134463695	0	0	0.86871079	0	0	0	0	1.113575358	6.304427081	4.13452308	2.22133979	7.681343474	1.34305275	0.521581574	6.389984294	7.390828849	7.56406795	0	7.188446528	5.804916673
APRIL	0	0	13.1067189	0	14.04088046	13.50832729	11.4502733	12.44558753	11.67916487	12.47562903	10.84767636	12.43683336	15.45360873	0	14.14545608	15.38586643	11.20349981	12.99559432	0	13.37312472	10.97753212	0	13.75638437	12.57901131	13.11230511	14.86210288	0	15.11075345	13.64735681	14.54600755	13.41917697	13.60139835	13.11650243	11.46420011	14.46694577	0	0	0	11.86837085	11.83105619	14.00804326	10.97165592	0	5.181514103	0	9.405490236	12.05440238	0	10.42040838	14.63156783	14.76565185	12.29726131	13.16668745	13.5632252	12.72667089	12.51623587	9.077774381	13.68214619	14.27905259
BMP-2	0	0	3.693713366	0	0	0	0	3.989119357	5.235289693	5.912035997	0	0	0	0	6.542563636	4.676066691	0	0	0	0	5.426828218	0	0	0	0	0	0	6.726842672	0	0	5.073653017	0	0	0	0	0	0	0	0	0	2.770581399	0	0	0	0	0	5.877742434	0	0	0	5.672187368	0	0	0	7.545951126	7.655260386	0	6.246041271	5.729087742
BMP-9	0	0	0	0	5.027502621	0	0	0	3.576559261	4.295735457	0	0	0	0	4.634757376	4.527655221	0	0	0	0	4.169092096	0	0	5.413927015	0	0	0	5.043488948	0	0	3.646048772	0	0	0	3.684715989	0	0	0	1.964291158	0	1.620320526	0	0	0	0	0	4.497182365	0	0	0	9.970069365	0	2.273012581	4.145292258	5.88850522	5.815851335	0	4.686557803	3.684426981
C5a	6.709017107	7.20516949	3.502577159	8.837890268	7.510839018	5.328605795	7.631621761	7.988980408	8.5556897	8.988986779	10.06205982	7.456777531	7.570122091	9.692504042	6.497014016	8.986297185	10.29964333	7.718086976	9.374603543	6.547434951	9.959955577	10.06948532	8.743699208	6.868033854	8.081785651	7.8436892	10.49482826	9.16336714	9.25613726	8.260805567	5.785606995	5.435995024	9.77232766	8.745245659	6.803287426	9.87674117	11.14440659	9.501784378	6.913486073	10.58967887	7.764016838	7.597168232	0	7.632367698	8.9253718	8.647268119	8.373773095	6.78389917	10.25789305	5.970033186	9.351225813	9.111927759	7.654353782	9.099153195	6.789995452	7.041748032	8.056280911	8.88662402	9.363531366
Cathepsin L	10.43541044	9.737571092	11.46826189	9.505089796	10.65436634	9.867304975	10.08794009	11.10780395	9.778919891	10.33250452	10.64740042	11.18722556	11.20593411	10.71483424	11.30908025	11.36726304	10.81211299	10.49961237	10.85173043	10.67999356	11.09315671	11.23283448	11.25259296	11.07696272	10.39711288	12.96544381	10.53664197	11.76127	10.76190907	11.36555323	10.38194655	10.59217346	10.52770889	10.74355934	11.33726911	10.54331285	9.106695475	9.79229568	10.2413414	11.17255324	10.46060211	9.910794289	10.90571305	9.719738597	9.59573351	11.49958267	9.625926568	9.440961256	9.810526202	12.68290371	15.15417472	9.447736498	10.86853427	10.93008371	10.62441435	10.85880915	11.26666931	11.44065009	11.18789456
CD200	12.44854147	12.42738443	12.6989628	13.0705182	12.86901221	13.14458233	12.75325136	12.6859003	12.83517392	13.16299482	13.5163506	13.16372249	13.28216741	13.36180984	12.85645029	13.1429689	13.15352698	13.00849569	13.3318778	13.12074853	13.34314179	13.21899628	13.27287153	13.31972559	13.23695108	13.49332681	13.54622723	13.04713541	13.19466906	13.21357683	13.29899831	12.64373835	12.93415887	12.68289853	12.90362518	13.3678652	14.06685435	12.32645783	12.54386316	12.9451242	12.80653773	12.25392478	12.44258872	12.69860552	13.31213482	12.67665257	12.73701864	11.87494653	13.00019628	12.91010506	12.93692341	12.77476028	12.5855419	12.89525823	12.40154734	12.3339739	12.26949007	13.04926366	13.08810041
CD97	15.63180605	13.97528377	16.98331861	15.28463584	15.15699751	14.85978585	15.35003811	15.42703099	15.03823102	14.79399032	14.98395487	14.87964158	15.6066513	14.85894509	18.15611499	15.07199783	14.78904924	14.55288727	14.68659073	15.13093264	15.55568217	14.77548534	15.37430058	15.25969778	14.54684666	17.62781531	14.54878599	16.70888435	15.03483959	15.16888425	15.85414169	15.53777845	18.24726178	15.59684416	14.51881516	14.94454825	13.32668207	15.01873451	15.45710184	15.29288294	15.00267972	14.67449819	14.06562153	14.7397663	14.82241067	15.42870185	15.09594497	16.21267155	14.69933258	15.91183777	19.38637416	14.95340808	14.97817499	16.86710117	15.22415834	15.6394667	16.71171896	19.6263477	16.14901383
Chemerin	0	0	9.267897891	0	9.902385004	6.868078903	9.399149114	8.011971393	9.877590034	9.102890355	7.70304315	5.433948291	9.743613098	0	10.96463063	10.31538618	8.332341477	0	10.28217742	7.817994407	10.72609763	8.671220814	7.908687766	10.18482576	0	9.41827221	0	10.8210528	0	9.205405426	9.78279618	0	8.392337541	9.853991238	9.924107593	6.842888997	0	0	8.999673592	8.767720223	9.385269247	8.078386526	0	0	0	0	9.655553269	0	8.682902302	9.237476193	13.8700359	0	7.989055004	9.965618899	10.72559165	10.14554218	0	10.48280056	11.21611497
DcR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.155004296	0	0	0	0	0	12.03293664	10.30192584	0	0	0	0	0	0	0	0	0	0	0	0	10.75440832	0	0	0	0	0	0	0	0	9.763289803	12.1809006	0	0	0	0	0	0	0	9.197318203
FABP2	0	0	7.433968912	9.156168612	6.733073907	6.820576877	0	8.168160979	8.34915116	8.778014507	10.86299858	7.871795364	8.054760023	8.519786341	8.951738727	9.754823725	9.557855512	4.883222611	9.816877075	5.445389593	10.20813452	9.195843727	9.376961351	0	7.332574425	9.342207236	10.36109901	10.5026662	9.679819575	4.797813856	6.430219911	4.362518863	7.586166745	9.425830523	4.07336312	9.797479037	8.756039461	10.32048159	6.39861175	10.51764482	9.871939795	0	7.501680474	6.974184374	9.930074332	8.497260889	7.803870461	8.517811543	9.062513127	8.732617573	13.43577296	0	8.885279769	8.618393855	6.595293179	8.152718201	0	9.065634959	10.27435788
FAP	0	0	2.635331748	8.449863917	3.847893569	3.114938119	1.269778153	4.592918725	5.894880399	6.458216755	10.82676123	4.720670464	5.083710106	7.40406298	6.207592543	7.767118265	8.159317807	3.543439918	7.642632444	0	7.827027132	6.681479628	5.728307075	2.054249964	0	6.080704294	10.19529129	8.341222609	7.049243391	3.597246698	3.475708229	4.584757304	8.66865649	7.759024715	0	8.383623453	8.628711245	9.064092728	0	8.886021263	7.270573209	0	3.450724976	0	7.80120174	4.767185617	4.764333364	4.689309522	7.210924816	6.046709505	11.15635072	2.549135548	5.511189991	8.345995131	4.725295636	5.201924115	0	7.057635863	7.746093913
FGF-19	0	0	6.844855179	0	5.346782394	0	2.690599482	0	0	0	0	0	0	0	6.974903456	5.330300108	0	0	0	0	0	0	0	0	0	0	5.687645597	8.474626437	0	6.333570859	5.878870141	0	0	0	0	0	0	0	0	0	3.822334683	0	0	0	0	0	6.836453038	0	0	4.664224186	8.198127438	0	0	6.368386456	7.039941469	7.311913596	0	7.5319876	4.772988741
Galectin-3	13.12829539	13.33964233	13.12951994	12.46953255	12.75041505	12.90014768	13.24850683	12.90654853	13.57543422	13.43543065	12.68884847	12.99328001	12.25582778	12.72339919	13.34771318	13.50852602	12.97019241	12.19536747	13.63466351	13.89815978	13.76303603	13.5706147	13.88317399	13.63944705	12.72145155	12.31296987	0	11.81279097	12.13729925	12.34907265	13.05207285	12.90700448	12.81916077	13.12268476	12.74605344	12.70688083	0	13.14817014	13.12472975	12.70471178	13.57869734	12.95761295	12.71573049	12.835865	9.941214608	11.87042519	12.72385925	13.08273336	13.50924897	13.01211666	12.86409408	12.06225455	13.11450664	12.94544019	13.26387514	13.24091072	13.21317622	13.23574928	13.31677124
HGF R	8.257997884	6.017896141	7.524680142	8.618446949	8.041309784	8.275127985	7.530665531	9.139376926	8.530615514	7.214015291	9.323075822	7.496274496	9.308018662	8.001816757	10.00939966	9.401062082	8.408510302	8.704165106	9.361712115	6.241497212	8.49559879	6.005466687	8.242800485	8.065823803	6.929352979	10.25439081	6.409217708	9.933063144	9.337636264	8.470791098	8.793178137	8.967399813	9.212309017	9.438590959	7.586927624	8.448409828	6.119129941	9.156647652	7.832785638	9.037618166	9.806882358	6.83039899	8.447519518	7.877957797	6.453433467	9.776672756	7.72808132	8.751602195	7.314173765	8.876625212	10.20363977	7.752524444	8.693836657	8.329691888	7.471844213	8.17320122	8.612947837	10.2932715	10.19666138
IFNab R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.800177687	0	0	0	0	0	0	0	0	0	0	0	5.041574795	0	0	0	0	0	0	0	0	0	0	0	0	7.76468774	0	0	0	0	0	0	0	0	0	6.013416614	0	0	0	0	0	0	0	8.147220277
IGF-2	0	0	0	0	0	7.252150387	0	0	6.98725733	0	8.978826649	0	0	0	8.949478099	10.90433932	0	0	10.54096935	9.117810977	12.13989493	9.919904651	0	0	0	10.14213538	9.569494783	11.13621444	5.543678814	0	0	0	0	7.257800114	0	9.718405575	0	10.39611905	0	8.123350596	11.53908042	0	0	0	9.530273574	0	0	0	10.37522311	7.756475421	14.05556872	0	0	0	8.383608762	4.499787065	0	7.394639076	9.868543309
IGF-2R	8.60618945	0	9.255079402	12.92181522	8.412327814	8.992609833	8.150431491	9.101580718	11.45237669	10.03622615	11.93866657	9.124688754	9.206005623	12.33859111	10.89786847	13.11332338	11.8655922	10.53853722	13.13533652	10.23405719	14.24823019	13.12897321	12.50346872	8.843734796	10.79533027	10.79010965	11.47234267	11.90559636	11.76127153	7.181455715	8.462341415	9.41813241	8.33345368	10.11166967	9.449589434	12.84176003	10.96419086	12.8044986	9.187917399	12.03861996	12.01161728	9.757309809	7.880673164	0	12.96192425	8.543544403	8.652143497	8.158904397	12.44964608	10.42495534	12.65896311	9.279435156	8.764100975	8.225240659	8.770476835	8.058614057	9.808055852	10.37296179	12.02124851
IL-1 R6	0	0	9.097705265	0	0	0	0	0	0	0	0	0	0	0	0	8.967663293	0	0	0	0	0	0	0	0	0	0	0	9.626178785	0	0	0	0	0	0	0	0	0	0	0	0	9.519470786	0	0	0	0	0	0	0	0	0	10.4336471	0	0	0	0	0	0	0	10.47012344
IL-24	0	0	0	0	5.949227969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.28697935	0	0	0	0	0	0	11.40190006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.82258757	0	0	0	10.65857542	9.407937452	0	0	0
IL-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.872070223	3.58246002	0	0	0	0	3.581582781	0	0	4.035904393	0	6.621005191	6.340928726	6.319383256	4.406408196	0	3.471661757	0	0	0	0	0	0	4.208701332	0	5.76588971	0	0	0	0	0	0	1.014241466	0	0	0	11.6127958	0	2.406037037	3.981485393	0	4.327193311	0	4.985857911	0.494113158
Kallikrein 14	11.14161362	10.38804872	12.61638091	9.411466437	11.61729121	12.85181676	12.34889239	12.68495807	13.02492199	11.09162931	11.13749382	12.56156124	12.48702729	9.346653814	12.37868066	12.77065243	9.559224407	11.66567081	13.18055109	11.56044201	13.36200752	10.47860311	11.36868768	11.95418756	10.08004906	12.97404429	7.755937645	12.88551519	12.83444468	10.85606595	11.87887228	12.48663787	9.797846121	11.95801187	10.53414259	12.71092396	8.540545299	12.78210847	11.2725991	12.86566452	13.2925261	10.95717685	12.4786066	8.431182223	12.155402	12.89434962	9.926956382	12.36287605	9.802756861	12.33741885	12.77093645	12.50943872	11.68999961	11.406445	12.29689157	12.3126144	12.97127423	12.86861021	13.00008478
Legumain	14.94259677	14.86197222	15.50026243	14.57857763	15.62947402	15.27183372	15.5061582	15.70603338	15.28781868	14.864953	14.99556926	15.34388797	15.69014403	13.59556547	15.56607183	15.88432816	15.03494523	15.20107192	16.02897675	15.48915829	15.32914019	14.99910168	15.30905142	15.50918058	14.662839	15.97635468	7.321954281	15.61587121	15.69154616	15.72163043	15.43115009	15.56072094	15.13521685	15.34742187	15.00407049	15.48883609	11.63357874	15.41377996	15.54402601	15.20672299	15.18543917	15.54708063	14.53322632	14.77671365	11.10284446	15.51697788	15.00033295	15.34132279	13.26820581	15.7463676	15.6165857	15.1266284	15.45185393	15.44213981	15.5870701	15.24055573	15.99167643	15.90049783	15.85080674
LOX-1	7.692238782	7.997001714	7.466532964	8.391312682	7.918001753	8.129037327	7.879928807	8.172189945	8.37633889	8.472570291	8.15832774	8.128736034	7.92922683	8.269654657	8.107228531	8.4416796	7.975195274	8.156807138	8.644984406	8.225988281	8.606288289	8.823276459	8.779889631	8.355924252	8.469749011	8.39653046	9.014424293	8.401672274	8.324194402	8.188459974	7.906539833	8.048183607	8.174690963	8.058693212	8.021271498	8.369295413	9.103990039	8.411103017	8.132718573	8.289755737	8.813125655	8.358950278	7.764524857	7.653036187	8.430931573	8.052973268	7.961456312	7.710366819	8.410282949	7.9818247	7.982071499	8.227024693	7.961450799	8.001507818	8.252245229	7.995617375	8.311184914	8.374913904	8.174791398
MBL	8.568443776	6.371618965	4.302788467	8.399800506	6.913691387	5.677836779	7.658626191	7.840483533	8.404287428	8.915727672	10.49941381	5.218830613	7.429154965	10.40603523	8.363983564	8.819726706	9.911139902	6.241201083	9.711278039	8.022451553	11.74550318	9.897928411	11.10397558	4.641058721	7.081986196	7.406041845	11.9716797	10.23797601	7.160986829	6.125503542	5.391033086	6.229518914	11.71726572	10.52729591	5.142302462	10.85644407	8.122098894	11.04632813	6.379637718	8.8461356	8.697315881	7.667807859	6.579876197	5.833277063	7.573580819	7.963019803	9.973800205	8.39700451	9.349096111	5.640541488	11.38852919	9.354562319	8.663155318	9.861789692	6.686084951	7.058193799	6.484879778	7.887741868	8.819488184
Neprilysin	0	0	0	13.48800999	9.059287486	8.537347335	10.40186654	10.18712519	12.4861343	12.74048654	13.99147579	9.521066199	0	14.21720051	9.706172671	13.02532749	14.72280226	11.12932021	14.19285588	10.46359262	15.35156749	13.38446232	10.84880571	0	0	12.17388811	17.84185265	13.23315002	13.14393622	8.264698068	8.276199528	7.89801429	7.258292608	10.71774322	9.256755298	15.15855395	17.01341063	15.19512504	0	14.23441134	13.19430009	0	0	0	16.47252575	10.42036117	10.19898205	0	15.43427386	9.152175989	16.06944933	9.318094634	9.78044114	9.361658942	9.328129239	9.865222421	7.007740615	11.35435189	12.24994018
Notch-1	0	0	0	0	0	0	0	0	0	0	0	3.279011666	0	0	5.334870767	3.349118721	0	0	0	0	5.458709011	0	0	0	0	5.275327887	7.074888969	6.660125751	0	3.200464047	4.604091531	0	0	0	0	0	0	3.505681914	0	6.889593175	4.691501042	0	0	0	0	0	0	0	0	2.746331374	8.154930295	0	0	5.432384425	6.152480333	0	0	6.303419944	2.386348185
