#NAME	1004V4	1040V4	1107V4	C220V8	C402V8	C422V8	J095V4	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K147V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	S099V8	S106V8	X003V4	X004V4	C532V8	K003V4	K005V4	K019V4	K037V4	K054V0	K055V0	K057V0	K060V0	K194V0
6Ckine	12.81119277	11.41932605	13.1897513	7.496541501	12.49369755	12.15969875	12.43760547	11.71467888	10.74431152	11.86889536	13.37607206	13.1965381	12.81821115	12.27936575	0	13.97763226	12.19456926	12.74563875	12.22621048	12.52051055	13.08148278	11.91154301	14.00849055	12.65107782	12.09062219	13.12810707	0	13.32476479	12.80345683	13.15645925	13.44158909	12.11037744	9.41664957	13.50432326	11.10554145	12.43879844	7.711776277	13.25859148	12.79862436	14.01407178	13.4270714	13.09063411	11.10653004	11.08411258	0	11.4742291	10.13783352	11.48981359	12.39150153	13.35161884	13.60065095	8.455772421	12.38206533	9.338431975	11.78560247	11.54508865	12.31310683	9.903587089	12.06206121
Axl	5.638602248	4.121214231	6.115190302	0	5.777689925	7.109507702	5.721558322	6.134043354	1.844754804	0	5.431341123	3.204868826	7.235169085	0	0	6.662816902	0	2.049715405	5.723325906	1.617838606	5.820140522	0	6.868006273	6.054809229	0.498674962	7.741434382	5.11646985	9.049482915	5.682491597	6.474964813	6.480481178	6.593549034	5.47908749	7.27285094	4.906608718	5.844948855	4.311295527	7.102820458	6.599301898	8.230598916	6.259598727	6.5819963	6.144149053	0	0	7.692876118	4.897483711	7.58461084	2.229795914	5.986613622	9.85045696	6.01543585	7.402754301	6.596276131	7.37509563	7.403146055	7.343342086	8.472223735	9.119743292
BTC	6.846405465	0	3.145267473	0	0	6.42452199	4.052473634	0	0	0	5.673744198	0	0	0	0	0	0	0	0	0	6.907734616	0	7.323619338	8.416732293	0	4.010930436	6.649482212	5.220377805	0	0	6.018945359	0	0	7.00533107	7.671072717	7.374596655	9.827134846	5.082512433	8.453165884	9.36700518	3.512879894	7.281154532	0	0	0	0	0	0	8.420832643	5.234574089	9.325529489	0	0	0	0	0	0	0	0
CCL28	10.44517596	8.247158849	10.67763264	8.631135082	11.10948435	9.836989604	9.637532888	9.465137575	8.438320514	10.25749682	10.21804857	11.09562407	10.53288256	9.35063724	10.40133178	10.47232649	10.08772844	10.94876129	9.603607263	10.2037362	9.011370379	7.836563597	11.06738298	9.513980821	10.13493345	10.08311139	0	9.286817856	9.614350324	10.82278882	11.05019671	9.40459299	7.394870986	9.82534257	10.39125273	7.782607179	0	8.17674405	10.59572281	8.305750995	11.52547513	10.34169352	8.785974558	8.478114477	0	10.3351393	9.460994148	9.059944511	9.018546791	11.35988081	11.37379631	8.665698799	10.18058844	10.06620683	9.369969799	8.708319011	9.29668975	9.340729693	10.0790525
CTACK	6.054119382	4.541866927	6.673779374	0	4.138404603	2.913862153	4.129686449	0	0	0	5.211620649	5.074783624	1.370425572	5.303950173	0	7.47418344	0	0	6.872240015	4.57343054	0	4.975848079	6.040314293	6.849437294	2.915556382	5.166327813	4.159650547	7.154618915	6.327559115	4.754646866	4.602305783	1.94553498	4.343806426	5.478085968	6.095088966	5.285518779	5.027661347	7.593127068	7.940419508	7.389486783	6.386794024	5.321455614	4.915867573	0	0	0	0	5.589169122	5.755047136	6.441916761	11.89613929	0	0	0	1.896678149	0	4.323825961	0	3.632934391
CXCL16	10.73091813	10.39171485	11.16249525	11.33896404	10.96007658	11.51504555	11.31832125	11.27421444	11.00266316	9.526537021	11.6007569	10.6374209	11.40770126	11.1313413	0	11.87566226	11.76812401	11.10719941	11.70396007	10.41506592	11.89468039	11.17296946	11.84786451	11.1948805	10.44222111	11.6156708	6.338351906	11.52021662	11.49490187	11.33775909	11.30310296	11.47665756	10.94896763	11.27935455	10.67299223	11.65133845	7.953019559	11.80479665	11.59820444	11.92478509	11.20730203	10.82734597	11.73817923	11.1712236	10.95294512	11.24793261	10.32511757	11.34499315	11.19755443	11.43670508	14.3147724	10.60956153	11.61893634	10.91482511	11.61802877	11.81317183	11.5551795	11.57008294	11.78871905
ENA-78	11.50390136	6.771174416	11.10723205	11.07393832	10.83591411	10.63468253	9.241030815	12.18941529	11.26678445	11.75344188	11.80278783	8.717329945	10.81739043	10.78179852	12.25392553	11.25614601	10.8763102	10.40490635	11.37243998	9.95811726	11.12017381	10.1262172	11.30235555	10.84842335	9.333556867	12.35156944	4.617967042	11.16462769	11.55055321	10.42541323	11.87616461	11.57975877	11.33668605	11.0664573	11.80345096	10.73686968	5.159728527	10.60141487	10.85770524	10.75401575	10.34973293	10.69983046	10.30634464	10.20227554	0	10.59331604	10.03016213	11.78505027	10.62186297	11.36961745	11.99313628	9.32250543	11.25226491	10.95915649	9.789014693	10.97440881	9.983721311	11.67561128	11.65796861
Eotaxin-3	0	0	0	0	2.278131751	0	0	0	0	0	0	0	0	0	0	7.288754853	0	0	0	0	0	0	0	0	0	0	6.855234575	0	0	0	0	0	0	4.06037188	7.534283624	0	7.415459452	7.690291353	6.239567419	8.565532285	0	6.092434154	0	0	0	0	0	0	0	0	10.21707183	0	0	0	0	0	0	0	0
GCP-2	14.1024014	12.95000872	13.21718205	11.48354811	11.87063517	14.11705692	14.09353904	14.09610934	13.82309533	13.31051039	14.62246898	14.01487016	14.10125025	14.39750523	6.309259057	13.89033751	14.02947328	13.95260486	14.27238874	14.15617141	14.35723855	14.18252785	14.37738606	14.73405316	13.7343414	14.51036827	5.055359565	14.37668132	14.29328698	14.23343085	14.37197589	14.31278136	13.96343592	13.94467366	14.18557323	14.33356097	5.797101601	14.54484862	14.23370415	14.5274105	14.46212936	14.12399994	13.91171698	12.80353344	12.2735383	12.8144344	11.56152236	13.58187117	14.51626201	13.701611	13.92393796	12.84490936	11.6599453	12.29937477	13.93820624	13.3893498	14.41980841	13.43264415	13.79776723
GRO	10.24351665	9.471212805	10.11340541	10.17381028	8.605871972	9.89523949	10.66889958	10.11623608	9.764853536	9.70258129	10.87708473	10.53904427	10.0663445	10.61834338	9.991486084	9.980619476	9.943258809	9.997229529	10.42610933	9.490513808	10.69651491	10.8119548	10.78462453	10.84110437	9.864838252	10.1050378	5.683365164	10.47792089	10.72213904	10.30173165	10.09764023	10.42338702	10.37899052	10.08523086	10.69469757	10.86750185	9.108706117	10.98031374	10.81016331	10.97912839	10.81013002	10.30355093	10.14564035	9.634698961	10.44648479	9.178881196	9.340738643	10.48733345	11.14926811	9.614432324	10.47940416	9.061977665	9.459963822	8.751329217	8.960221294	10.4000209	10.72052946	9.312980316	9.664169517
HCC-1	8.700550805	8.454495482	8.940611386	8.726187627	8.918719338	8.392168614	8.155976845	9.109262457	8.362987593	7.582074901	9.461337691	8.308711816	8.806910657	9.027494665	2.966825745	9.859840071	9.096197874	8.246049656	9.131003362	7.733930092	9.047963002	7.38634291	8.57982049	8.932412366	6.615372756	9.52889453	3.880544232	9.284553527	9.093107678	8.946232601	8.780772973	9.253040728	8.337170423	9.141286745	8.556214872	9.415781057	7.248502126	9.761859462	8.875360812	9.549817146	9.390119842	8.574126819	8.849861189	9.235016687	7.536999821	9.274722705	8.939203892	9.162037715	9.126033388	9.331667976	10.62301216	8.491807035	8.622551877	8.69773596	8.634550219	8.425305462	9.30132981	9.637847773	9.67197262
HCC-4	4.165668956	3.358240377	5.40941284	0	0	3.497549214	3.226874035	1.707415842	0	0	0	0	3.051079801	0.170313882	0	3.980865955	0	1.400977408	1.325271523	2.293749053	0	3.301478792	3.607938593	1.843430025	2.894888621	3.276889425	2.537930399	3.712314153	0.489819475	4.877167807	2.83097657	0	4.020335756	4.095395531	5.482520075	1.784457849	4.640418376	2.664945134	4.382423914	5.697453674	1.667049771	3.830471679	3.588879268	0	0	0.620855555	0	2.194938142	2.924752296	4.344921878	7.84952996	0	0	2.761557829	4.202812263	0	2.77809586	3.508976335	2.346737586
IL-9	0	0	0	0	0	0	0	0	0	0	0	10.95429582	0	0	0	9.873191775	0	10.86657572	12.14512487	0	9.070599696	11.48292452	11.36880928	0	0	8.233123203	12.53083047	0	0	10.23755509	0	0	0	0	12.62805683	12.78675406	10.53002383	8.939033895	0	13.60781609	10.519293	11.50848298	11.62265365	0	0	0	0	0	12.01877333	0	12.26954541	0	0	0	0	0	0	0	0
IL-17F	7.609732344	6.019406708	8.952204827	0	7.34787572	0	8.314204199	0	0	0	0	0	0	0	8.195861066	8.233385867	6.966550062	8.180960357	4.12966223	0	6.287376893	7.863540972	8.566871278	10.55384827	6.874186066	7.852555282	9.618673547	7.4264888	0	7.24917793	0	0	0	0	10.25918126	8.254993551	9.528063674	7.067188882	9.087980267	11.09912266	8.735426033	8.831518835	9.542332206	0	0	0	0	6.075198538	7.668197739	0	18.16030136	0	0	0	0	0	0	0	4.65334829
IL-18 BPa	5.913502983	6.777409729	6.244490311	0	8.14737952	5.886226999	5.606230827	0	0	0	6.712563899	4.428860113	0	0	1.512769728	0	0	6.144621274	0	3.322008804	7.487406771	6.278612697	7.172771075	6.547346604	6.582138201	3.176751203	9.354444545	5.816237108	0	7.258208417	0	3.047499623	0	5.94645255	8.683769379	8.384687899	11.231839	5.357233575	8.747205619	8.775069293	7.817273398	7.805588823	7.078865419	0	0	0	0	0	6.542304496	0	11.8396737	0	0	0	5.052570433	0	0	0	5.923843921
IL-28A	3.970146767	4.140319996	4.36876684	0	2.505823415	4.421528034	2.790389819	0	0	0	3.008421079	1.73167329	0	1.569159277	0	0	0	0	3.053480813	0	3.051242184	0.951082216	5.213632807	4.265624463	3.296653613	3.502230449	4.198282132	0	0	2.383188676	0	2.436188839	0	0	4.513046588	4.677457841	3.537542609	4.058217397	5.642617529	4.429779205	3.50306393	4.01522808	0	0	0	0	0	3.336802414	3.670505096	0	8.93535355	0	0	0	4.093777355	0	0	0	0
IL-29	8.414761568	0	6.451789509	0	0	4.046762392	7.861772684	0	0	0	7.470920849	0	0	0	0	0	0	0	0	0	0	7.346029691	9.604038755	8.562866157	0	9.95488334	0	0	0	6.86605846	0	0	0	9.715256582	9.896869954	9.50320374	11.03383772	0	8.600119822	9.491353928	8.17829734	0	0	0	0	0	0	9.424808589	9.661804962	9.627598868	12.0047277	0	0	0	0	0	2.672288661	0	0
IL-31	4.553019308	1.068024351	5.668290952	0	3.187511058	0	3.302891772	0	0	0	0	0	0	0	4.608844851	3.644763876	0	0	0.566728853	3.358797941	0	0	4.630788041	5.955146559	2.973479707	6.000078756	4.980254535	1.656547442	0	3.537797455	1.900563606	0	0.258654563	0	5.633803873	3.888479407	6.904760792	0	7.225705093	6.318215039	0	4.200713879	0	0	0	0	0	0	0	1.021664004	13.58841229	0	0	0	2.426393543	0	0.782653609	0	0
IP-10	11.04855667	10.79315894	11.0961134	9.790214209	11.31462124	10.89136556	10.32679447	11.65149653	11.26367208	11.10890498	11.76740645	10.63949651	11.35441882	11.8264821	11.33175731	11.53538437	10.53559328	11.13537985	11.54071336	11.54752903	11.49117169	10.60715884	11.86461707	10.49652012	11.69345707	11.62211268	5.14802495	11.74894	11.74265872	11.84526089	11.11309746	10.83683557	11.51621316	11.31592618	11.64704248	10.65678881	5.317043039	10.66883286	10.31461415	11.53900232	11.38794786	11.70653055	11.69888668	10.86449812	8.182239927	11.23323102	11.37042224	11.28742754	10.36817013	11.52660148	11.32784339	10.72474579	10.46569982	11.04963979	10.84688957	10.58690411	11.73813038	11.2748226	11.4539616
I-TAC	6.817740059	6.236023258	7.029992202	0	7.911832675	0	6.590898757	6.852667184	0	0	5.810270736	6.566144323	4.962941034	5.575997878	6.32795596	5.924886315	0	4.890912459	6.193774216	9.132068494	4.758776679	5.534736324	6.90203282	6.327412645	7.444015649	6.535186598	6.319747324	8.135714013	7.52587211	8.545962741	6.663474987	5.99541921	8.985563536	6.144447776	10.36723465	5.216594399	8.069673717	4.554751208	7.550068192	6.337050234	5.798317608	7.516682067	6.003828738	0	0	4.204590048	4.612509188	6.170684702	5.397073555	7.870923297	7.71077956	0	0	0	3.887908134	3.7974345	9.570856265	6.168457188	4.032330248
LIF	7.796583362	7.168830529	7.913786116	6.951319482	10.28466689	7.739337523	7.2017414	0	0	4.957159827	7.565331075	0	0	0	0	6.388426844	0	6.296671253	5.555567202	6.099402426	7.084944955	8.0940346	7.216009571	7.833601294	7.332033378	0	7.913124003	7.123744583	0	0	8.100191653	6.060026795	3.783038835	5.428915531	8.978225272	9.203154397	8.097324764	5.299375284	9.111102778	7.658090595	8.053442971	8.084513513	0	0	0	7.707555339	0	6.445558184	8.96401403	0	9.489724128	6.241279732	0	0	0	0	6.657694431	0	0
LIGHT	5.058668008	4.04643242	5.534103781	6.404787842	2.248834487	5.359490043	5.037269711	2.759648485	0	0	6.805933889	3.767066324	3.915027209	6.359440687	4.907901057	6.222342424	6.083305393	3.5339095	5.910688049	3.669986511	7.731663307	5.945290613	6.51195046	5.441730479	3.74206054	5.637997143	6.489226385	7.514479177	6.60150042	3.780870807	4.815581115	5.350054666	5.585688246	5.938184614	5.81236522	7.67756854	7.255928502	8.07949458	6.876250497	8.127984036	7.001116586	5.008471514	4.180112785	0	8.304368481	0	0	3.631661439	8.081229888	4.938706454	8.791124851	0	0	0	4.807553399	4.956837363	5.39438319	0	5.789851721
Lymphotactin	0	0	0	0	3.896982793	0	0	0	0	0	0	0	0	0	5.901592991	6.755285207	0	0	0	0	0	0	0	0	0	0	6.611455894	0	0	0	0	0	0	0	8.762435791	7.359343857	9.374081918	0	2.582237597	7.772579607	3.572255306	0	0	0	0	0	0	0	0	0	10.93888188	0	0	0	0	0	0	0	0
MCP-2	6.100393784	3.56253637	5.187716665	0	1.31215847	2.200995755	4.434305692	3.836917631	0.185862	0	8.110292377	2.269418963	0	9.305092811	7.115985994	8.483297702	4.516248884	2.498685148	6.802328237	9.483075066	6.653891977	3.763234449	6.492041546	4.01930417	6.684076575	5.503067082	2.932151956	9.506063715	4.916604634	6.260012176	3.560717718	0	7.25479928	4.08029663	9.507783947	5.006759062	5.798071308	5.262007377	5.737749546	5.221732586	6.925941342	7.911300714	1.899033023	0	0	5.836315536	2.27590959	5.756128733	5.015076794	7.001113176	8.595453688	0	1.182671146	0	2.775705701	0	5.860189971	3.435865922	4.264712596
MCP-3	2.903529542	0	3.742009235	0	1.424299019	0	2.824643264	1.983050272	0	0	4.1000287	1.918404638	0	1.579893001	6.66313107	5.368034569	1.706342748	4.019151936	5.180370592	3.424815991	6.648940138	5.8853805	6.842542655	2.624641228	1.571189439	3.372150429	3.28324349	6.350953836	3.09115118	0	0	0	0	2.330580195	4.98686272	6.198458193	4.92574513	3.225370382	3.96815726	6.105465787	3.105889221	4.209205129	2.281354623	4.157818765	0	2.395229043	2.126524149	3.046896323	2.824715771	1.485972021	4.717036854	0	1.154864399	0	0	2.464060073	0	1.935386844	2.621924423
MCP-4	8.008725896	4.150326748	7.285558256	0	5.247854009	4.676297891	6.923895183	5.36370379	0	0	9.805195696	5.493398755	0	3.089931823	7.527963039	6.841096463	6.302265566	5.690143549	5.487224806	0	5.244476234	3.348637377	7.985251401	4.425570245	3.551388959	6.512817904	4.399985941	8.730783041	6.189287483	5.485518031	4.580738236	5.23563194	6.267761039	7.148035018	3.87734675	6.345504214	5.644904609	6.238434825	4.455318152	6.882985492	3.95120814	5.921024268	0.884057516	0	0	5.608411108	2.840135966	6.741209256	8.49829324	6.273284609	9.442621606	0	0	2.568356959	5.629223648	0	5.301806401	0	3.230726249
MDC	12.48467861	11.57788282	12.87473167	10.79495664	11.72704135	12.52458274	12.39302055	8.792945888	11.06374855	9.905048334	12.78566334	11.78987466	12.74780589	12.35142665	12.14560563	12.93205381	12.60357945	12.09769857	12.78364582	8.150688853	12.94315169	12.822626	12.95289301	8.477993513	11.86773803	12.24851535	8.564728089	12.29182302	12.66090348	12.3999659	7.903527121	12.46455309	11.95957963	12.58767956	10.43474802	13.05420036	13.4120154	12.80041046	12.83087319	13.03405535	12.3268796	11.09257468	12.78863129	12.37027823	11.41348262	11.94954152	10.05648267	12.67237908	13.19968273	9.047082519	12.70711531	9.7818266	12.71348782	10.61482644	10.80925722	0	12.12395436	7.248247326	12.08972761
MIF	12.89617086	12.69523078	13.14892362	12.41841589	12.49794355	12.88634073	12.98314537	12.88876086	12.51498478	12.52252353	12.84096264	13.26812559	13.1543519	12.7727188	12.64475177	12.5405396	12.47290599	12.69932358	12.8080356	12.56735997	12.71159461	12.648742	13.00383156	13.0745463	12.74741555	12.82591955	12.32355415	13.085747	12.80906055	12.98361111	12.75805284	12.82149209	12.82013609	12.68556795	12.71080549	12.84615058	12.26818735	12.75772788	13.04628569	13.01237304	12.82059863	12.88093481	12.94622852	12.90075435	11.38979204	12.56826692	12.51886766	12.98818866	12.42501349	12.79568682	13.04983182	12.49822579	12.59589406	12.51331024	12.98237948	13.11704938	13.02907228	12.50309953	12.55385352
MIP-3a	12.7339059	10.1354582	12.40867273	13.18495445	11.15406808	12.74169386	11.81539759	9.300931729	12.96678759	12.55354146	13.6383573	12.29058145	12.87890868	12.53145136	12.59201116	13.25627912	13.26145568	13.15418234	13.36475416	9.766995247	13.46217354	12.07838397	13.225077	8.836993014	11.75830762	12.91928178	5.523201955	12.60222258	13.04996275	11.88390833	10.40004326	13.09954525	12.45701249	12.62102022	12.42145573	12.86811539	9.217790399	12.94021118	11.18042622	13.12552842	13.27199239	11.37933756	13.41026812	11.6737763	13.03523499	12.6173249	12.348928	12.87530711	13.38139359	12.00368258	12.85594623	12.25588447	12.37671423	12.34843023	10.84242592	8.079551203	10.79356864	12.44939305	13.03523834
MIP-3b	10.18352223	6.456776727	9.376214938	9.570099488	10.43612545	7.626617432	7.816900505	9.042623122	7.903878124	8.194457875	10.58385159	7.290839351	9.658445346	7.953693545	10.03052417	11.16874146	8.078226997	8.801322188	10.13401987	10.51154524	8.140434764	6.985691004	11.67584563	8.840722721	8.918568816	11.08058723	3.87748668	11.29360456	11.06437001	10.57469781	10.03151774	10.15183398	11.23827653	10.9967888	10.28467046	8.651376178	5.010326226	9.514780152	6.993567497	10.68119888	9.748295865	10.12118913	8.807709848	9.189148109	0	10.35900225	10.26170866	10.3408561	4.853296547	11.30881313	13.1121047	9.761226291	10.40419603	8.495908672	8.010545247	8.652835508	10.48928496	10.19729813	10.66937756
MPIF-1	1.355147034	0	4.890792791	0	0	3.39599064	3.626684158	0	0	0	3.202631859	2.189580864	0	0	7.097460995	7.254252084	0	0	3.631712679	0	2.073053868	3.193417163	3.730117705	3.826330832	0	5.850267936	3.180048348	3.491205774	3.107501818	2.924816001	4.042037253	2.381122285	4.161112099	5.098829869	4.63018798	5.621360538	5.319240616	4.376092687	4.212238666	6.258981979	2.731873043	4.210708486	0	0	0	0	0	0	4.318428806	4.932192006	7.577827334	0	2.641764314	0	0.864103452	0	0	5.769500255	0
MSP	7.521690101	4.206360254	5.990476475	8.267683237	8.45316176	7.252742257	7.106091322	8.811486176	7.47835894	0.999624503	0	3.814026797	0	0	8.250481115	10.71554163	8.867161892	7.530146081	3.927297785	0	0	7.031432116	7.749308832	6.756669094	0	8.439153531	0	8.582539898	5.92833919	7.39185862	4.176444478	0	9.340797273	4.69876381	8.061082995	9.643093442	0	1.630628587	7.832272409	9.576257788	6.026097751	7.818908455	8.522595857	7.463258717	0	9.303600651	9.989787959	7.550120817	8.451353639	6.221869138	8.93671183	12.30321621	8.861165986	10.86030981	5.121457091	6.669162632	8.293653607	11.05000572	10.68115179
NAP-2	3.676337723	4.214581812	5.039927883	6.692609075	3.82069982	5.838709821	4.9713712	5.31601193	4.773916925	3.168380334	7.949466062	2.768679198	4.922274705	6.162242812	6.866754037	5.085916671	6.734869595	4.632634668	5.513814063	4.652649664	7.011256125	5.047862578	5.584358714	3.787181438	4.778317849	5.715319307	0	6.833811494	5.734883141	5.800986641	2.946284449	6.392554128	6.447036554	7.474980409	6.383379696	4.577687421	3.786507617	6.333659018	3.753737781	7.02236552	6.671582046	4.107960874	3.757636633	3.004643146	0	3.230443251	4.726465783	5.876658737	6.897352503	6.531592245	7.579052544	1.978975437	5.353279947	5.229181583	5.244240645	6.441288052	6.033830589	4.88086947	3.99241229
OPN	14.87840726	13.20381172	15.89942569	0	10.23464356	12.65108643	14.44403526	14.6792373	11.34710109	0	14.42371056	12.08116706	13.08064651	0	15.26444999	10.88338867	9.817074389	12.73633995	10.83168997	12.6552891	8.350754123	0	12.46952935	13.39177214	7.550498474	15.44650595	9.995908148	13.53930981	11.76839401	12.76804779	12.77061253	14.89522585	10.56419562	13.66768718	11.29538467	8.17304027	10.2825452	4.570918269	16.02736289	13.25426987	11.13662974	14.03645771	12.41097338	10.69038332	0	11.45036968	9.247194106	15.11427054	8.967958391	15.3892148	15.01767827	0	7.792764659	10.59543865	13.38401993	13.69475827	13.40250777	13.12979045	0
PARC	13.20216631	14.12744601	13.13561589	13.25156865	14.96672033	15.09413443	12.25924114	10.84625003	13.66874755	11.53399888	14.98234871	9.931901541	14.52472824	12.75582638	16.06230843	16.2400267	15.71525237	14.89498754	13.82906367	12.6861224	13.39226198	11.5403926	15.11494967	14.14701754	9.14113875	14.44717333	0	15.63814815	15.07379633	15.07313161	15.72216367	13.38546814	13.61919502	14.7181985	13.37732488	14.47699516	9.282718323	14.670909	13.4181579	15.43487058	12.51919342	14.42844893	14.59667982	13.94332618	10.75473422	15.92706086	14.78627894	13.43548667	15.20271581	14.47538742	15.72973486	12.37232028	16.01400749	15.62974902	13.76634749	12.20375017	13.64670031	15.56522622	16.0616523
PF4	13.96855504	11.35702368	13.88605809	12.68066589	12.33014058	13.00883008	12.40585322	13.28924668	12.005041	10.50498902	14.03589191	12.35814461	14.02321889	10.9853119	13.81904857	13.84035154	12.84771491	13.70416139	13.65996472	11.39908368	12.48034324	11.19601718	13.14771257	13.07568421	11.39325086	14.85155725	10.09732932	14.62578277	13.93991612	12.53376302	11.14078723	13.83295984	12.29284207	14.80664415	12.59460565	12.1340874	10.74604179	12.59801257	12.14350201	12.34690666	12.60197566	11.63831197	0	14.33248154	0	14.2817398	12.32814317	13.92135427	11.72608687	14.41681235	15.3628207	10.99328063	13.28140388	11.93424601	12.27433427	12.77148663	13.65947486	14.12106814	0
SDF-1a	4.445199981	0	1.769437393	0	5.964158829	0	2.397763327	0	0	0	0	0	0	0	0	0	0	0	2.799591769	0	0	3.132471124	0	6.437977785	3.565901814	2.788586197	5.051658504	0	0	0	0	0	0	0	5.715491206	5.769913998	6.47112426	2.46167264	5.409290104	6.451346926	5.684498544	0	0	0	0	0	0	0	4.807733475	0	10.85195973	0	0	0	0	0	0	0	0
TARC	6.972281949	6.133465226	6.798021962	0	7.088948369	5.793531943	7.345323347	6.944250066	2.384312643	3.886938591	7.362292498	5.018290343	7.456898945	5.753289026	8.200764648	9.731744914	8.077643497	6.94993836	8.994137643	6.199290539	8.513975625	3.850169747	8.288964404	7.812457922	6.958233574	7.686531481	5.472862676	8.984142593	7.979900628	6.559260517	5.493364469	7.313535881	7.997691529	9.403017112	6.33244447	9.029843524	5.002777321	8.056105544	7.517049243	9.092300701	6.157280964	6.149001647	7.718439234	8.829560983	4.708784224	8.068206937	7.332620633	7.543606576	7.830364968	7.411201615	9.160638073	0	8.479796836	0	6.120277803	5.026004781	6.580390206	7.50696873	8.928001213
TECK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.076508235	5.821330725	0	0	0	0	0	4.232289819	0	0	0	0	7.657786368	2.129832476	0	0	0	4.949719901	5.076935378	0	9.142735356	0	6.656811157	0	0	7.329864703	6.690204853	0	0	0	0	0	0	0	1.996222789	0	9.358190592	0	0	0	0	0	0	0	0
TSLP	3.78569399	0	0	0	3.134114717	0	0	0	0	0	0	0	0	0	4.108227123	4.181241292	0	1.470797157	0	0	0	2.269455509	0	3.597784089	1.886671873	4.479439484	4.595160615	2.904798103	0	2.393001186	4.420984634	0	0	0	3.142059927	0	0	0	2.128011528	5.12776161	0.75843425	0	0	0	2.645634735	0	0	0	0	0	12.57768243	0	2.260682981	0	0	0	0	0	0
Activin A	8.98733171	9.244999855	10.01333576	13.44777131	10.16976992	8.499980707	8.334448791	9.537859149	11.53638913	9.903565017	10.97988084	9.748654674	9.663913927	11.98163634	12.8624173	10.48302816	10.49908216	7.279351217	8.780575429	6.287128436	13.00409954	9.12945433	10.90111718	6.418923594	8.065307174	10.51990229	6.845467138	10.68631342	8.592608589	8.416742632	8.977640838	8.968650672	2.936703187	8.470719568	6.689231597	10.49887365	8.894914772	9.164524275	9.43941643	10.34899536	13.2481991	8.7492484	9.955189298	0	11.46684253	9.110056459	8.508656298	9.678365843	11.88230992	4.998130589	9.00185511	9.109147706	9.869573572	10.03849409	9.332493555	10.15805871	10.23607681	10.90315906	9.757731601
AgRP	3.954310395	0	3.201770416	0	0	0	0	0	5.57411344	2.840766057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43809616	0	0	0	0	0	0	0	0	0	0	0	0	0	9.581727753	0	0	0	0	0	0	0	4.904009203	0	0	5.947178182	0	8.337764046	0	3.295552897	4.802803495	4.469371024	4.123391961	0
Angiogenin	11.28421824	11.34180038	11.41171724	11.59108631	11.38106749	11.34948928	11.37615893	11.06861542	11.23679166	11.10215207	11.37110211	11.35898039	11.14657782	11.32905171	11.2068155	11.2569917	11.2596047	11.23810837	11.22287315	11.08084928	11.13820365	11.33077235	11.3036911	10.7868393	11.12853371	10.97435131	11.8449699	11.07174664	11.11224252	10.95162557	11.28416978	11.34829867	11.20963226	11.24708198	11.19060668	11.24587564	11.73828287	11.2908353	11.2670605	11.1182614	11.13131414	11.17646417	10.93666434	10.89212264	11.49452048	11.40443924	11.42285352	11.41940232	11.33281492	11.12991756	11.28217587	11.46835745	11.53330113	11.5399232	10.95542002	11.07125206	11.05120129	11.15748718	11.27845505
ANG-1	11.78369052	11.32768539	10.39356343	12.51301745	12.54664741	11.66373843	10.54919034	11.64555608	9.76068197	11.48527479	12.31294516	10.96441226	11.60801395	11.25286375	11.29636406	13.26241183	12.36743699	11.95965553	12.50254936	11.77821025	11.8425563	11.97842876	12.22383007	10.63787987	10.83463727	12.98472394	0.604575338	12.00806565	12.57191881	11.32993197	10.83873445	11.05821209	11.0807743	10.83407836	9.520123469	12.19629048	0	12.59683563	10.51606285	10.62081745	12.57641962	10.92601296	11.21531674	10.8249676	10.6506889	12.10044952	12.08214382	11.60392342	12.23006722	11.89926366	12.45736593	12.5039283	12.07851054	11.39226486	11.38970226	11.00194215	10.97254563	11.95558179	12.97680012
Angiostatin	14.45044385	0	0	0	13.97358998	0	13.76969543	13.84757365	15.17366065	14.67665623	15.5987515	0	0	11.4395829	0	16.92843722	10.33365454	0	11.66288261	0	13.88609536	18.34090861	16.92729061	0	13.84095835	0	14.64161276	15.22841739	15.80952934	0	0	0	19.67872812	16.1291344	14.65552551	0	14.72575417	0	0	17.423872	14.11708946	15.79031907	0	11.28337861	6.134759339	14.69223076	0	0	15.98318809	0	18.09085987	15.77063104	12.5589634	0	5.855747416	13.9264732	15.51589427	13.98797996	14.37308138
